company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city,lead_type
AM Law Firm,Legal services,http://www.amlawfirm-egypt.com/,info@amlawfirm-egypt.com,info@amlawfirm-egypt.com,Haidy Wanan,Partner,+20 2 23520352,"مكتب 303, سيتي لايت، 1 شارع مكرم عبيد, مدخل بنك القاهرة, Nasr City, Cairo Governorate, Egypt",https://www.linkedin.com/company/am-law-firm-egypt/,https://www.facebook.com/AM.Law.egypt,https://www.instagram.com/amlawfirm/,5.0,207,,,,Law firms in Cairo,https://www.google.com/maps/place/AM+Law+Firm/data=!4m7!3m6!1s0x14583e0502d70e75:0x7ff08603d92b49ea!8m2!3d30.0688513!4d31.3444613!16s%2Fg%2F1vff2qh4!19sChIJdQ7XAgU-WBQR6kkr2QOG8H8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:23:50.653Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,middle-east,egypt,cairo,buyer
Orchard Scotts Dental,Cosmetic dentist,http://www.orchardscottsdental.com/,enquiry@orchardscottsdental.com,enquiry@orchardscottsdental.com,Dr. Jerry Lim,Clinical Director,+65 6732 9939,"541 Orchard Rd, #07-01 02 Liat Towers, Singapore 238881",https://sg.linkedin.com/company/orchard-scotts-dental,https://www.facebook.com/OrchardScottsDental,https://www.instagram.com/orchardscottsdental/,4.9,500,,,,Dentists in Singapore,https://www.google.com/maps/place/Orchard+Scotts+Dental/data=!4m7!3m6!1s0x31da198db74067b1:0x601fcd3e2c46fa69!8m2!3d1.305163!4d103.8305847!16s%2Fg%2F11bwymr707!19sChIJsWdAt40Z2jERafpGLD7NH2A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:28:29.523Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare; beauty-wellness,beauty-wellness,,,false,0.7999999999999999,rules,southeast-asia,singapore,,buyer
Tembusu Law LLC,Law firm,https://www.tembusulaw.com.sg/,info@tembusulaw.com,info@tembusulaw.com,Jonathan Wong,Principal Lawyer,+65 6974 0068,"11 Keng Cheow St, #02-02 The Riverside Piazza, Singapore 059608",https://www.linkedin.com/company/tembusulaw,https://www.facebook.com/tembusulaw,https://www.instagram.com/tembusulaw/,4.8,870,,,,Law firms in Singapore,https://www.google.com/maps/place/Tembusu+Law+LLC/data=!4m7!3m6!1s0x31da1903b85c1e17:0x74600a76edb490d6!8m2!3d1.2887086!4d103.8439307!16s%2Fg%2F11h10cz6qt!19sChIJFx5cuAMZ2jER1pC07XYKYHQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:29:48.218Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,southeast-asia,singapore,,buyer
Midtown Dental,Dentist,https://www.midtowndental.ca/,info@midtowndental.ca,info@midtowndental.ca,Dr. Vasant Ramlaggan,Senior Associate Dentist,+1 416-966-3368,"20 Bloor St E Unit R4, Toronto, ON M4W 3G7, Canada",https://www.linkedin.com/company/midtown-dental-centre/,https://www.facebook.com/MidtownDentalTO/,https://www.instagram.com/midtowndentalto/,4.8,437,,,,Dentists in Toronto,https://www.google.com/maps/place/Midtown+Dental/data=!4m7!3m6!1s0x882b34ae709d82eb:0x9329876d7c1873c5!8m2!3d43.670962!4d-79.384696!16s%2Fg%2F1td6yrgp!19sChIJ64KdcK40K4gRxXMYfG2HKZM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:30:28.291Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.8999999999999999,rules,north-america,canada,toronto,buyer
Toronto Civil Litigation Lawyers - Powell Litigation,Law firm,https://ontariolitigationlawyers.com/toronto-civil-litigation/,contact@powelllitigation.com,contact@powelllitigation.com,Weston Powell,Founding Partner & Lead Toronto Litigation Lawyer,+1 437-222-2234,"80 Richmond St W Ste 1300, Toronto, ON M5H 2A4, Canada",https://www.linkedin.com/company/powelllitigation/,https://www.facebook.com/profile.php,https://www.instagram.com/powelllitigation/,5.0,363,,,,Law firms in Toronto,https://www.google.com/maps/place/Toronto+Civil+Litigation+Lawyers+-+Powell+Litigation/data=!4m7!3m6!1s0x882b35675d2382cf:0xbab08c8564421b08!8m2!3d43.6513288!4d-79.3820641!16s%2Fg%2F11k9p6psnq!19sChIJz4IjXWc1K4gRCBtCZIWMsLo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:31:47.659Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,north-america,canada,toronto,buyer
"Howie, Sacks & Henry LLP",Personal injury attorney,https://www.hshlawyers.com/,info@hshlawyers.com,info@hshlawyers.com,Adam WagmanPartner,David J. LevyManaging Partner,(877) 771-7006,"20 Queen St W Suite 3500, Toronto, ON M5H 3R3, Canada",http://www.linkedin.com/company/howie-sacks-&-henry-llp---personal-injury-law,https://www.facebook.com/HSHPersonalInjuryLawyers/,https://www.instagram.com/hshpersonalinjurylawyers/,4.8,337,,,,Law firms in Toronto,"https://www.google.com/maps/place/Howie,+Sacks+%26+Henry+LLP/data=!4m7!3m6!1s0x882b34ccddbe5b2b:0xa8e9f0823c9ec235!8m2!3d43.6524465!4d-79.3803603!16s%2Fg%2F1tfrsk9n!19sChIJK1u-3cw0K4gRNcKePILw6ag?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,alive,88,A,2026-08-26T22:31:47.659Z,,,professional-services,professional-services,,,,false,0.8999999999999999,rules,north-america,canada,toronto,buyer
Willow Dental Care Vancouver,Dental clinic,https://willowdentalcarevancouver.com/,info@willowdentalcarevancouver.com,info@willowdentalcarevancouver.com,Dr. Nejad,Owner & Dentist,+1 778-949-4994,"805 W Broadway #807, Vancouver, BC V5Z 1K1, Canada",https://ca.linkedin.com/company/willow-dental-care,https://www.facebook.com/WillowDentalCareVancouver/,https://www.instagram.com/willowvancouver,4.9,347,,,,Dentists in Vancouver,https://www.google.com/maps/place/Willow+Dental+Care+Vancouver/data=!4m7!3m6!1s0x548673c323e09731:0x30612dcb4575c1df!8m2!3d49.2638357!4d-123.1222898!16s%2Fg%2F1tzvw7m3!19sChIJMZfgI8NzhlQR38F1RcstYTA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T23:28:30.936Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,north-america,canada,vancouver,buyer
Benoit and Partners,Law firm,http://benoit-partners.com/,contact@benoit-partners.com,contact@benoit-partners.com; vous@exemple.com,Laurent Benoit,Co-founder · Managing Partner,+66 94 235 9302,"PGJG+2XX Surawongse Rd Khwaeng Suriyawongse Bang Rak. 56 Bisco Tower, 16th Floor, Unit 21 Bangkok 10500, Thailand",https://www.linkedin.com/in/laurent-benoit-lawyer/,,,4.9,140,,,,Law firms in Bangkok,https://www.google.com/maps/place/Benoit+and+Partners/data=!4m7!3m6!1s0x30e29fbe8494a0e3:0x2c8a32d8bddb5d0!8m2!3d13.7301107!4d100.5275179!16s%2Fg%2F11sk0rgj9w!19sChIJ46CUhL6f4jAR0LXdiy2jyAI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,86,A,2026-08-26T22:41:40.146Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,southeast-asia,thailand,bangkok,buyer
De'Dentiste',Dentist,http://www.dedentiste.com/home.html,info@dedentiste.com,info@dedentiste.com; info@sw3solutions.com,,,+92 300 8491016,"113 C Model Town Circular Road, Block C Model Town, Lahore, 54700, Pakistan",https://pk.linkedin.com/in/ahsenjavid,https://www.facebook.com/dedentiste/,https://www.instagram.com/de.dentiste/,4.9,347,,,,Dentists in Lahore,https://www.google.com/maps/place/De%27Dentiste%27/data=!4m7!3m6!1s0x39190412d7a6b0d7:0xbada412eb6b3c615!8m2!3d31.4940032!4d74.3250759!16s%2Fg%2F1tmckmc6!19sChIJ17Cm1xIEGTkRFcazti5B2ro?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T21:47:00.586Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.7,rules,south-asia,pakistan,lahore,buyer
Tooth Care Dental Practice,Dental clinic,http://toothcaredentalpractice.pk/,info@toothcaredentalpractice.pk,info@toothcaredentalpractice.pk; info@smilora.com,,,+92 309 0881010,"PopCorn Studio | Caramel Space | DHA-5, C, 77cca commercial 1st Floor, Phase 5 D.H.A sector, Phase 5, street6 D.H.A, Lahore C Phase 5, D.H.A Sector C Phase 5 D.H.A, Lahore, 54000, Pakistan",https://www.linkedin.com/,https://www.facebook.com/toothcaredentistry/,https://www.instagram.com/toothcaredentalpractice/,4.9,263,,,,Dentists in Lahore,https://www.google.com/maps/place/Tooth+Care+Dental+Practice/data=!4m7!3m6!1s0x39190916c8b320db:0x199e98f20aa72442!8m2!3d31.4611926!4d74.4135518!16s%2Fg%2F11q2w_52_j!19sChIJ2yCzyBYJGTkRQiSnCvKYnhk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T21:47:00.586Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,south-asia,pakistan,lahore,buyer
The Case Lawyer | Legal Services for Overseas Pakistanis | Cyber Crime Lawyer | Property Disputes | Financial Fraud,Attorney,https://thecaselawyer.com/,info@thecaselawyer.com,info@thecaselawyer.com,,,+92 313 5456596,"First Floor, Park Towers, Suite No. 104, F 10/3 F-10, Islamabad, 44000, Pakistan",https://www.linkedin.com/company/the-case-lawyer,https://facebook.com/thecaselawyer/,https://www.instagram.com/thecaselawyer/,4.8,116,,,,Law firms in Islamabad,https://www.google.com/maps/place/The+Case+Lawyer+%7C+Legal+Services+for+Overseas+Pakistanis+%7C+Cyber+Crime+Lawyer+%7C+Property+Disputes+%7C+Financial+Fraud/data=!4m7!3m6!1s0x38dfed47dbc0ffc3:0xb0e91123090507e3!8m2!3d33.699299!4d73.010133!16s%2Fg%2F11s2ymcsx0!19sChIJw__A20ft3zgR4wcFCSMR6bA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T21:52:29.464Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services; cybersecurity; real-estate,cybersecurity; real-estate,,,false,0.95,rules,south-asia,pakistan,islamabad,buyer
Bow Lane Dental,Dental clinic,https://www.bowlanedental.com/?utm_source=gmb&utm_medium=organic,reception@bowlanedental.com,reception@bowlanedental.com; reception@bowlanedental.co.uk,,,+44 20 7236 3600,"2A Bow Ln, London EC4M 9EE, United Kingdom",https://www.linkedin.com/company/bow-lane-dental-group,https://www.facebook.com/BowLaneDental,https://www.instagram.com/bowlanedental/,4.9,539,,,,Dentists in London,https://www.google.com/maps/place/Bow+Lane+Dental/data=!4m7!3m6!1s0x48760355611444d7:0x903b812bbbec6c35!8m2!3d51.5134026!4d-0.0936029!16s%2Fg%2F1td6m3xz!19sChIJ10QUYVUDdkgRNWzsuyuBO5A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T22:03:26.496Z,,,healthcare,healthcare,,,,false,0.95,rules,europe,uk,london,buyer
Greater London Properties - Bloomsbury Estate Agents,Real estate agency,https://www.greaterlondonproperties.co.uk/?utm_source=google&utm_medium=referal&utm_campaign=bloomsbury&utm_term=bloomsbury&utm_content=bloomsbury,bloomsbury@glp.co.uk,bloomsbury@glp.co.uk,Jonathan Glanz,Key Partner,+44 20 7113 1066,"65 Judd St, London WC1H 9RF, United Kingdom",https://www.linkedin.com/company/greaterlondonproperties.co.uk/,https://www.facebook.com/greaterlondonproperties/,https://www.instagram.com/greaterlondonproperties/,4.8,125,,,,Real estate agencies in London,https://www.google.com/maps/place/Greater+London+Properties+-+Bloomsbury+Estate+Agents/data=!4m7!3m6!1s0x48761b3a162ef4fb:0x7181bf1658a2d4d8!8m2!3d51.5267517!4d-0.124302!16s%2Fg%2F11cn188xnt!19sChIJ-_QuFjobdkgR2NSiWBa_gXE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T22:05:30.330Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,real-estate,real-estate,,,,false,0.8999999999999999,rules,europe,uk,london,buyer
Kakakhel Law Associates - Law Firm & Lawyers in Peshawar,Law firm,http://www.kakakhellaw.com/,kakakhellawfirm@gmail.com,kakakhellawfirm@gmail.com,Saifullah Muhib Kakakhel,Advocate Supreme Court Managing Partner,+92 334 4440744,"2nd Floor، Cantonment Commercial Plaza، 36-C Saddar Rd, Peshawar Cantonment, Peshawar, 25000, Pakistan",https://www.linkedin.com/groups/4330056/,https://www.facebook.com/kakakhellaw/,,4.8,145,,,,Law firms in Peshawar,https://www.google.com/maps/place/Kakakhel+Law+Associates+-+Law+Firm+%26+Lawyers+in+Peshawar/data=!4m7!3m6!1s0x38d917beb0c24009:0x581bd60a76522547!8m2!3d34.0010442!4d71.5434304!16s%2Fg%2F1q64hvwmb!19sChIJCUDCsL4X2TgRRyVSdgrWG1g?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T22:17:43.016Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,south-asia,pakistan,peshawar,buyer
DentAesthe (Dr. MD Moin Holy)-Dentist,Dentist,https://www.dentasthe.com/,u003cno-reply@mail.remedo.io,u003cno-reply@mail.remedo.io; johnsmith@gmail.com; dr_moin_holy@yahoo.co.in,,,+91 99875 28343,"Kailash Apartment, Shop- E, 4 Mount, 293, Bellasis Rd, beside Post office, Mumbai Central, Mumbai, Maharashtra 400008, India",https://www.linkedin.com/in/dr-moin-holy-b4738216/,https://www.facebook.com/dr.moin.holy,https://www.instagram.com/dr_moin_holy/,4.9,917,,,,Dentists in Mumbai,https://www.google.com/maps/place/DentAesthe+%28Dr.+MD+Moin+Holy%29-Dentist/data=!4m7!3m6!1s0x3be7ce3fe54ceaa1:0x66f57847724d3dc2!8m2!3d18.9683535!4d72.8226707!16s%2Fg%2F1pt_3zbrj!19sChIJoepM5T_O5zsRwj1Nckd49WY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,85,A,2026-08-26T22:24:31.162Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.7,rules,south-asia,india,mumbai,buyer
