name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Alphine Life Solutions,doctors and clinics,,00912242688484,"701 Trade Center, Ikeja, Lagos",https://www.businesslist.com.ng/company/255925/alphine-life-solutions,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:45.249006+00:00
Oaklands Multispecialty Dental Care Clinic Owerri,doctors and clinics,https://www.facebook.com/OaklandsDentals/,+2347036531860,"Eve and kez Plaza, Owerri, Mcc Road, Ikenegbu , Owerri, Imo",https://www.businesslist.com.ng/company/260164/oaklands-multispecialty-dental-care-clinic-owerri,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:47.029370+00:00
Oam Physiotherapy Services,doctors and clinics,,09042973026,"Adebisi Aje street, Irawo, Ikorodu, Ikorodu, Lagos",https://www.businesslist.com.ng/company/263646/oam-physiotherapy-services,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:48.651971+00:00
"Bet9ja Old Mobile, Log in, App, Shop Bet9ja Old Mobile, Old Bet9ja, Betnaija",doctors and clinics,https://www.bet9ja.com,"+234 1  4405145 , +234 1 2796666, +234-818-000-6245","Bet9ja Tomi&#039;s House, 9 Funsho Williams Avenue, By Fire Service Station, Ojuelegba Bus Stop, Lagos, Lagos",https://www.businesslist.com.ng/company/262086/bet9ja-nigeria-sport-betting-bet9jacom-premier-league-table-mobile-app,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:50.625576+00:00
Total Care Dental Clinic,doctors and clinics,https://www.facebook.com/totalcaredentalng/,"+2348085059961, +2348065529260","111 Airport Road opp mobil filling station by new Eliozu road roundabout, rumuodomaya, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/255523/total-care-dental-clinic,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:52.184438+00:00
Healthstead Global Limited,doctors and clinics,https://healthsteadng.wordpress.com/,08060680382,"641, Jereton Mariere Road, Apo,Gudu, Abuja (By Jimeta Filling Station, Zone E, Apo), Abuja, Abuja",https://www.businesslist.com.ng/company/259219/healthstead-global-limited,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:54.358213+00:00
24/7 Emergency Ambulance Services,doctors and clinics,http://www.braingraceambulance.com,"+234 803 557 8766,+234 808 544 6170, +234 703 966 5211","11B, Ben Okagbue Mba Street, Lekki Phase 1, Lagos, Lagos Island, Lagos",https://www.businesslist.com.ng/company/259956/247-emergency-ambulance-services,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:56.444973+00:00
Tofunmi Acu Medic Concepts,doctors and clinics,http://tofunmihealthservices.com.ng,08139237920,"30, Ijaba Osuke, Iyana-Iyesi, Ota, Ogun state, Ota, Ogun",https://www.businesslist.com.ng/company/267400/tofunmi-acu-medic-concepts,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:58.240322+00:00
Charitos BO Hospital,doctors and clinics,https://www.charitosbohospital.com,08141911404,"Plot D22, Aco Estate, Life Camp, Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/262227/charitos-bo-hospital,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:15:59.573704+00:00
Dheeraj Bojwani Consultants,doctors and clinics,http://www.dheerajbojwani.com/,919371136499,"2nd Floor, Yamu Niwas, Narendra Nagar, Railway Under Bridge, nagpur, Argungu, Plateau",https://www.businesslist.com.ng/company/190183/dheeraj-bojwani-consultants,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:16:01.674255+00:00
Njetours Ltd,doctors and clinics,https://njetours.com,+234 708 949 6731,"Suite E329 Ikota Shopping Complex VGC Lekki, Lagos Island, Lagos",https://www.businesslist.com.ng/company/260897/njetours-ltd,businesslist_ng,scrapy,doctors-and-clinics,2026-08-18T18:16:03.691670+00:00
