name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Cruise Car Rentals,car rental,http://www.facebook.com/ccr,"021-32863243,","SUITE# 12-A MEZZANINE FLOOR, NAGINA CENTER, KEAMARI, KARACHI, Karachi, Sindh",https://www.businesslist.pk/company/235367/cruise-car-rentals,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:46.406785+00:00
Smart Track,car rental,http://www.smarttrack.com.pk,0423710255,"73-E-1 Hali Rd · In I.T. Tower Gulberg Lahore, Lahore, Punjab",https://www.businesslist.pk/company/245717/smart-track,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:48.168921+00:00
Abdullah Travel and Rent a Car,car rental,https://abdullah-travel-and-rent-a-car-islamabad.business.site,+923355127419,"Islamabad Gandhara international airport, Islamabad Attock, Punjab, Islamabad, 44000, Islamabad",https://www.businesslist.pk/company/255128/abdullah-travel-and-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:49.627923+00:00
Arabian Royal Rent a Car,car rental,https://arabianroyal.pk/car-rental/,+923270599569,"Barian ,Murree, Rawalpindi, Punjab",https://www.businesslist.pk/company/257486/arabian-royal-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:50.717171+00:00
Bhai Sahab Transport,car rental,https://www.bsahab.com/,+923133359533,"92-A Bridge coloney, Lahore, Punjab",https://www.businesslist.pk/company/246144/bhai-sahab-transport,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:52.708051+00:00
Rajput Motors,car rental,http://rajputmotors.com.pk/,92512251252-3,"Rajput Motors, Markaz Rd, G-8 Markaz, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/243787/rajput-motors,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:53.864134+00:00
Al-Qaim Cars Rental,car rental,http://alqaimcarsrental.webstarts.com,092-306-1970572,"Bahria town, Rawalpindi, Punjab",https://www.businesslist.pk/company/246619/al-qaim-cars-rental,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:56.077064+00:00
ECOCAB Tour Travels and Rent A Car,car rental,https://ecocab.com.pk/,+923051521041,"shop # 2 al-ameen housing society bedian road lahore cantt, Lahore",https://www.businesslist.pk/company/258113/ecocab-tour-travels-and-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:58.142204+00:00
SA Rent a Car,car rental,http://sa-rentacar.com/,03165167043,"opposite Al Farooq Hotel, Near Street # 2. Committee Chowk, Rawalpindi, Rawalpindi, Islamabad Capital Territory",https://www.businesslist.pk/company/246897/sa-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:00:59.568946+00:00
Fast Track Tours &amp; Car Rental Lahore,car rental,http://www.rentacarlahore.net/,+92 300 8499507,"32/5,Block A,DHA Phase 1,Commercial Area,., Street 15, Lahore 54000, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/245277/fast-track-tourscar-rental-lahore,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:01.557654+00:00
Rent a Car Islamabad,car rental,https://www.rcirentacar.com.pk/,0332 5611163,"Suite 13B, Block R, Nazim-ud-din Rd, F-6/4 F 6/4 Blue Area, Islamabad, Islamabad Capital Territory 44000, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/252770/rent-a-car-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:03.185597+00:00
Ali Rent A Car,car rental,http://www.alirentacar.com,0333-4348383,"Suite # 05, 4th Floor, Gohar Center, Wahdat Road, Lahore Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/245241/ali-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:04.870571+00:00
Rent&quot;a&#039;Car Pakistan Lahore,car rental,http://www.rentacarlahore.pk,0300-2277225,"76, Rasool Park, Shama Road, New Mozang, Lahore, Punjab",https://www.businesslist.pk/company/240475/rentacar-pakistan-lahore,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:06.692739+00:00
Faiz Rent a Car and Tours,car rental,http://www.faizcarrental.com,+924235140699," Second Floor Office no:1 Ali Plaza Opposite Toyota Airport Motors, Khuda Buksh Colony Lahore, Lahore, Punjab",https://www.businesslist.pk/company/244779/faiz-rent-a-car-and-tours,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:08.868386+00:00
DJ Rent A Car,car rental,https://www.djrentacar.pk,+923162755793,"Sir shah Suleiman road, Karachi",https://www.businesslist.pk/company/257833/dj-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:10.960389+00:00
Cititransfers,car rental,http://www.cititransfers.net,923015370205,"Office 1-A, Javed Bhatti Plaza, G-6/1-1, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/242300/cititransfers,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:12.855050+00:00
Dogar Rent a Car Company,car rental,https://dogarrentacar.com,03246000786,"89-B, Main Boulevard Sabza Zaar Scheme Lahore, Lahore, Punjab",https://www.businesslist.pk/company/250045/dogar-rent-a-car-company,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:15.036763+00:00
CNS Rent a Car Lahore,car rental,http://www.cnsrentacar.com/lahore,03454142020,"61 T Block, Commercial Market, DHA Phase 3, Lahore Cant. Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/241627/cns-rent-a-car-lahore,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:17.421130+00:00
Ac Rent a car,car rental,http://www.acrentacar.com/,03224042469,"3/3A, Phase 1, D.H.A Lahore, Lahore, Punjab",https://www.businesslist.pk/company/243778/ac-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:19.585566+00:00
Sherwani Rent A Car,car rental,https://srentacar.com.pk/,"(92 61) 6017300,  +92 300 7363346","Opposite Girls Degree College, Kutchery Road, Shadab Colony, Multan, Punjab",https://www.businesslist.pk/company/194155/sherwani-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:21.591181+00:00
Tour In Pakistan,car rental,http://www.tourinpakistan.com.pk/,+92 321 9430099,"office No: 12, 1st floor, Haqnawaz Plaza, G-11 markaz., Islamabad 45000, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245537/tour-in-pakistan,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:23.840328+00:00
Raza Khan Tours,car rental,http://www.razakhantours.com,021-32411350,"101 NEW BOLTON MARKET TOWER KARACHI, Karachi, Sindh",https://www.businesslist.pk/company/241307/raza-khan-tours,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:25.344927+00:00
Shahroz Limo,car rental,http://www.shahrozlimo.com,03224538888,"PSO Pump Galavary Ground Lahore, Lahore, Punjab",https://www.businesslist.pk/company/246668/shahroz-limo,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:26.947439+00:00
AH Motors and Rent a Car,car rental,http://ahmotorsrentacar.com,02136966067,"ahmotorsrentacar.com, Karachi, Sindh",https://www.businesslist.pk/company/241840/ah-motors-and-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:28.717516+00:00
Beyond Adventures PVT LTD,car rental,http://www.beyondadventures.com.pk,0512163138,"Office no : 5 Crown Business Center E 11 / 2 Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/252776/beyond-adventures-pvt-ltd,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:30.744264+00:00
Grab car,car rental,http://www.grabcarpk.com,03455309915,"office3 palaza 63 wallyat complex bahria town phase 7, Rawalpindi, Islamabad Capital Territory",https://www.businesslist.pk/company/251297/grab-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:32.173981+00:00
Rent a Car Lahore With Driver,car rental,http://www.rent-a-car-lahore.com/,0333 5466143,"DHA Phase 1, Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/247308/rent-a-car-lahore-with-driver,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:34.448714+00:00
Hamza Travel and Motors Islamabad,car rental,https://hamzamotors.com.pk/,0518319744,"Plot Number 349-350, Industrial area, I-9/3, Islamabad, Islamabad, Federally Administered Tribal Areas",https://www.businesslist.pk/company/252090/hamza-travel-and-motors-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:36.528219+00:00
Cheap rent a car lahore,car rental,http://www.fasttour.net/,+923218499507,"37-K,1st floor,commercial area DHA Phase 1, Lahore, Punjab",https://www.businesslist.pk/company/243496/cheap-rent-a-car-lahore,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:38.088749+00:00
Rent a Car Islamabad,car rental,http://www.rcitravelandtours.com/rent-a-car-islamabad/,0518430247,"Suite #06, Street 37, Jinnah Arcade, G-13/2 Islamabad, Islamabad, Punjab",https://www.businesslist.pk/company/248107/rent-a-car-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:40.192021+00:00
Rent a car Islamabad,car rental,https://www.rent-a-car-islamabad.com/,0518357847,"F6/4, Muhammadi Plaza, Nazim-ud-din Road, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/244316/rent-a-car-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:41.866322+00:00
Pak Car Rentals,car rental,http://www.rentacarservices247.com/,+923420222262,"Street#29 plot # 135,G-9/1,Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245248/pak-car-rentals,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:44.115025+00:00
Askari Cars: Rent a Car in Lahore,car rental,http://www.askaricars.com,03009430719,"Office # 02, Building No CCA-08, DD Block DHA Phase 04 Lahore, Lahore, Punjab",https://www.businesslist.pk/company/240917/askari-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:46.127701+00:00
7 Eleven Car Rental &amp; Tours,car rental,https://www.facebook.com/7elevenenterprises,03365548497,"Office: 3B, Al-Rehman Chamber, Blue Area, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/252529/7-eleven-car-rentaltours,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:47.938909+00:00
Fast Track Tours &amp; Rentals,car rental,http://rentacarlahore.net,0300 8499507,"294-Q، Phase 2 DHA Phase 2, Lahore, Punjab 54000, Lahore, Punjab",https://www.businesslist.pk/company/249245/fast-track-toursrentals,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:49.853969+00:00
Al Madina Rent A Car,car rental,http://www.almadinarentacar.com,+924235923940,"17-F-1, Main Punjab CO-Operative Housing Society, Lahore, Punjab",https://www.businesslist.pk/company/245152/al-madina-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:51.344986+00:00
RCI Motors Islamabad,car rental,https://www.rcirentacar.com.pk/rent-a-car-islamabad/,0518430247,"Office #06, Nazim-ud-din Rd, Block R F 6/4 Blue Area, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245499/rci-motors-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:52.702512+00:00
Travelcon,car rental,,+923066363774,"2nd Floor, H-31, DHA Phase 1, Lahore, 54000, Lahore",https://www.businesslist.pk/company/258970/travelcon,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:54.753498+00:00
Rent a Car Islamabad,car rental,https://www.rent-a-car.com.pk/,05188430247,"Suit# 13A, Muhammadi Plaza, F-6/4, Islamabad, Islamabad, Punjab",https://www.businesslist.pk/company/248740/rent-a-car-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:56.990051+00:00
Asad Enterprises,car rental,http://www.asadtransport.com,02135057788,"C-209, Sector 31-F, Dar-us-Salam Society, Main Korangi Road, Karachi , Karachi, Sindh",https://www.businesslist.pk/company/246189/asad-enterprises,businesslist_pk,scrapy,car-rental,2026-08-29T02:01:58.941649+00:00
Haider Travels and Rent a Cars,car rental,http://www.haidertravels.com,0321-4104443,"Al-Rehman Plaza, Walton Road, Cantt, Lahore, Punjab",https://www.businesslist.pk/company/241482/haider-travels-and-rent-a-cars,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:01.167102+00:00
AB Rent A Car,car rental,,+923214002325,"GF.85 Divine Mega 2 Plaza, Near Honda Point Main Airport Road Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/244799/ab-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:03.146271+00:00
Wadood Travels Services,car rental,http://www.wadoodtravels.com,0512306869,"Office # 1st Floor Jinnah Arcade Near Street # 39 G-13/2 Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/242187/wadood-travels-services,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:05.254956+00:00
Auto Rent,car rental,http://www.autorentacar.rentals,0346-7775444,"shop no 11,Faraz Avenue,Block 20,Gulistan e johar,karachi, Karachi, Sindh",https://www.businesslist.pk/company/241900/auto-rent,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:06.801060+00:00
24 Hour Rent A Car &amp; Tours,car rental,http://www.facebook.com/24hourrentacarandtoursofficial,04237175637,"Main Boulevard DHA Phase 4 Lahore, Lahore, Punjab",https://www.businesslist.pk/company/254022/24-hour-rent-a-cartours,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:09.005845+00:00
Alfalah Enterprises,car rental,http://WWW.ALFALAHENTERPRISESPK.COM,"0512342100,0512342200,1","OFF# 11 ,3RD FLOOR AALY PLAZA BLUE AREA ISLAMABAD, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/235484/alfalah-enterprises,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:10.980450+00:00
RCI Rent a Car Islamabad,car rental,https://www.rcirentacar.com.pk/rent-a-car-islamabad,0518485007,"Suit 13, Muhammadi Plaza, F-6/4, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/246289/rci-rent-a-car-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:12.655467+00:00
Ar Raheem Enterprises (PVT) Ltd,car rental,https://ar-raheem-motors.com,03339737840,"Ar Raheem Motors, Oppo UBL Bank, Committee Chowk Rawalpindi, Dhoke Elahi Baksh, Rawalpindi, Punjab 46000, Islamabad, Punjab",https://www.businesslist.pk/company/249923/ar-raheem-enterprises-pvt-ltd,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:14.886447+00:00
Bookings Channel Private Limited,car rental,http://www.bookings-channel.com,+923088777977,"OFFICE NO 10 FIRST FLOOR ABRAR BUSINESS CENTER MAIN WAHDAT ROAD, Lahore, Punjab",https://www.businesslist.pk/company/253742/bookings-channel-private-limited,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:16.616364+00:00
SAF Rent A Car Lahore,car rental,https://sites.google.com/view/rent-a-carlahore/home,03042795250,"E، 90/43 Street 3, Extension Super Town, Lahore, Punjab 54000, Lahore, Punjab",https://www.businesslist.pk/company/241848/saf-rent-a-car-lahore,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:18.461810+00:00
The Ride Rent A Car,car rental,http://www.theride.com.pk,03369671204,"Office #10 Jinnah Arcade Street#37 G-13/2 Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/251587/the-ride-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:02:19.952877+00:00
Ayub Shock Auto,vehicle manufacturers,,,"Shah Jahan Road Behind Data Darbar, Baari wala Chowk, Qamar Market Lahore , Lahore, Punjab",https://www.businesslist.pk/company/241354/ayub-shock-auto,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:21.979784+00:00
Lahore Hazara Goods,vehicle manufacturers,https://lahorehazaragoods.weebly.com/,+92423772531,"PLOT NO,8/A RAVI LINK ROAD LAHORE, Lahore, Punjab",https://www.businesslist.pk/company/246438/lahore-hazara-goods,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:24.022406+00:00
The Credit Insurance Company Ltd.,vehicle manufacturers,,0321-4680291,"Trafco House.1c1 Canal Bank Road Canal Park Gulberg ll Lahore Pakistan , Lahore, Punjab",https://www.businesslist.pk/company/121538/the-credit-insurance-company-ltd,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:26.138035+00:00
Trackinghub - Best car tracker company,vehicle manufacturers,,03424431234,"I-10, Javed market, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/254674/trackinghub-best-car-tracker-company,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:27.723490+00:00
SignTrack,vehicle manufacturers,https://signtrack.pk,+92 3372224455,"Street 118, G11/4, Islamabad, Pakistan, Islamabad",https://www.businesslist.pk/company/255023/signtrack,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:29.518493+00:00
Pantrac PVT LTD (Authorized dealer of Sinotruk),vehicle manufacturers,,03171008718,"House 81/1.22nd street. DHA VI. Khayaban e Badar., Karachi, Sindh",https://www.businesslist.pk/company/247690/pantrac-pvt-ltd-authorized-dealer-of-sinotruk,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:31.205309+00:00
Shaharyar Traders,vehicle manufacturers,https://shaharyartraders.com/,04235162145,"14-C/1Main, Faisal Town Rd, Block C 1 Faisal Town, Lahore, Punjab 54000, Lahore, Punjab",https://www.businesslist.pk/company/251598/shaharyar-traders,businesslist_pk,scrapy,vehicle-manufacturers,2026-08-29T02:02:33.152759+00:00
Chiyoda Auto Lamp,auto parts newused,,924237721137,"Mcleod Road Lahore, Lahore, Punjab",https://www.businesslist.pk/company/253567/chiyoda-auto-lamp,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:35.089714+00:00
Kashmir trader,auto parts newused,https://autopartskashmir.blogspot.com/,+92 3027998171,"Shop no 2 afroze market main guwalmondi road Rawalpindi, Rawalpindi, Punjab",https://www.businesslist.pk/company/253539/kashmir-trader,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:36.967083+00:00
Zahid Impex,auto parts newused,https://zahid-impex.business.site,+92-21-32722551,"7-Rahim Manzil, Plaza Square, Muhammad Ali Jinnah Rd, Preedy Quarters, Karachi, Sindh",https://www.businesslist.pk/company/207981/zahid-impex,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:38.680839+00:00
Five Star Honda/ Services in Johar,auto parts newused,https://www.fivestarhonda.com.pk/,+923368352032,"Shop # 3&amp;4, Crescent view apartment, Opposite Habib University Gulistan E Johar Block 13 Karachi, Karachi",https://www.businesslist.pk/company/255186/five-star-honda-services-in-johar,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:40.581936+00:00
AA Parts,auto parts newused,https://www.aaparts.net/,(042)-3630717-1,"First floor H-06 Montgomery Road Lahore, Lahore, Punjab",https://www.businesslist.pk/company/254327/aa-parts,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:42.757135+00:00
Modern Car Accessories,auto parts newused,https://www.moderncaraccessories.com/,0423-7722227,"Opposite Police Station Lari Ada Wazir Ali Center Lahore Badami Bagh، Data Nagar Badami Bagh, Lahore, Punjab 54000, Lahore, Punjab",https://www.businesslist.pk/company/248684/modern-car-accessories,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:44.057822+00:00
Pakmoto,auto parts newused,https://pakmoto.com,03313555911,"5th Floor, Prop 26R-9/9, Montgomery Park, Montgomery Road, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/247348/pakmoto,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:46.371713+00:00
Lift-n-trade,auto parts newused,,+922132772471,"G-167, Ruby Plaza, Preedy Street, Karachi (near to preedy police station), Karachi",https://www.businesslist.pk/company/258908/lift-n-trade,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:48.236723+00:00
i POS System,auto parts newused,http://www.ipossystem.com,03314410472,"335 A3 Gulberg 3, Lahore, Punjab",https://www.businesslist.pk/company/249014/i-pos-system,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:49.990329+00:00
Turbo tech Pakistan,auto parts newused,,,"Madina Plaza, Phase-II Shop# 69, M.A Jinnah Road",https://www.businesslist.pk/company/249344/turbo-tech-pakistan,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:51.720219+00:00
Perfect Auto Parts,auto parts newused,,+923204061461,"Shop M27 first Floor Shafi Tower Near MCB Circular Road Badami bagh, Lahore",https://www.businesslist.pk/company/257634/perfect-auto-parts,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:53.224108+00:00
Suzuki mardan Motors,auto parts newused,https://suzukimardan.com/,03166600002,"Chah Sultan Chaklala Cantt., Rawalpindi, Punjab 46000, Rawalpindi, Punjab",https://www.businesslist.pk/company/252892/suzuki-mardan-motors,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:55.053642+00:00
Hong de Impex,auto parts newused,http://www.hongdehd.com.pk,03204967152,"206A, 2nd floor siddique trade center gulberg-II, Lahore, Punjab",https://www.businesslist.pk/company/252173/hong-de-impex,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:56.984425+00:00
Vecanza.com,auto parts newused,https://vecanza.com/,03211946029,"Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249221/vecanzacom,businesslist_pk,scrapy,auto-parts-newused,2026-08-29T02:02:59.102617+00:00
Pay4Drive,car rental,http://pay4drive.com/,0302-4019477,"120, K-II, Wapda Town Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/243527/pay4drive,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:01.392127+00:00
Rent a Car Pakistan,car rental,http://www.rentacarpak.com,051 8772657,"Office 4, CAM Arcade II, Main GT Road Near Gate Phase 7-8, Bahria Town Rawalpindi,, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249193/rent-a-car-pakistan,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:03.502582+00:00
Jadeed Motors,car rental,https://jadeedmotors.com,0335 0911 786,"i-8 Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253583/jadeed-motors,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:05.597562+00:00
Hunza Explorers Treks &amp; Tours,car rental,http://www.hunzaexplorers.com,+92 311 0804658,"Village Ghulkin P.O &amp; Tehsil Gulmit Gojal, upper Hunza, Islamabad, Gilgit-Baltistan",https://www.businesslist.pk/company/241746/hunza-explorers,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:07.649045+00:00
Car Syndicate,car rental,,+92 328 2288955,"karachi, Karachi",https://www.businesslist.pk/company/258824/car-syndicate,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:08.748163+00:00
Balochistan Rent A Car,car rental,,+923313989100,"Shop No 28, Zaheen Plaza, Main Sariab Road, Quetta, Quetta",https://www.businesslist.pk/company/258443/balochistan-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:10.605951+00:00
Haxn Rent a Car Rawalpindi Islamabad,car rental,http://www.haxnrentacar.com,03111431433,"Office # 1, Marquee Road, Main G-11 Signal, Kashmir Highway, G-12، Islamabad, 44000, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249417/haxn-rent-a-car-rawalpindi-islamabad,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:12.261395+00:00
Makran Rent A Car Service - The Leading Car Rental,car rental,https://makranrentacar.pk/,03162791211,"Sariab Road Quetta 87550, Quetta, Balochistan",https://www.businesslist.pk/company/253584/makran-rent-a-car-service-the-leading-car-rental,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:14.206270+00:00
Faisalabad Car Rental And Tours,car rental,https://www.facebook.com/pg/faisalabadcarrental/about/,+923156099281,"Millat Chowk Shaikhupura Road ,Faislabad, Faisalabad, Punjab",https://www.businesslist.pk/company/242390/faisalabad-car-rental-and-tours,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:16.266603+00:00
Master Rent A Car,car rental,https://www.masterrentacar.pk,923492049928,"House# 07, Str# 31, Sector-F, Manzoor Colony,  Near# Mehmoodabad, Karachi 75640. , Karachi, Sindh",https://www.businesslist.pk/company/248777/master-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:17.757256+00:00
Gwadar Rent A Car,car rental,,+923092669837,"Sitellite Town, Main Road Quetta, Balochistan, Quetta, Balochistan",https://www.businesslist.pk/company/258441/gwadar-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:19.915319+00:00
Cars Travel Junction,car rental,http://www.carstraveljunction.com,+923456678510,"Office#02 Jinnah Arcade Street# 37 G-13/2, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/247553/cars-travel-junction,businesslist_pk,scrapy,car-rental,2026-08-29T02:03:21.748170+00:00
