name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Ocenj Logistics,logistics,,07066752649,"No 21 Ladoke Akintola Boulevard Garki 2, Abuja, Abuja",https://www.businesslist.com.ng/company/255630/ocenj-logistics,businesslist_ng,scrapy,logistics,2026-08-21T21:08:54.586718+00:00
Danzas Express Services Nigeria Ltd,transport,https://www.danzasexpress.com,"+234 1 280 5592, +234 1 773 2303","Danzas&#039;s Place, 10 / 12, Gani Williams Close, Off Osolo Way, Ajao Estate, Isolo, Lagos, Abia",https://www.businesslist.com.ng/company/113019/danzas-express-services-nigeria-ltd,businesslist_ng,scrapy,transport,2026-08-21T21:08:56.442035+00:00
Aurora Stars Limousine,transport,https://www.aurorastarslimo.com,+234 905 392 2371,"95 Cousins Dr unit 4, Aurora, ON L4G 1B5, Elele, Gombe",https://www.businesslist.com.ng/company/267140/aurora-stars-limousine,businesslist_ng,scrapy,transport,2026-08-21T21:08:57.725194+00:00
Alele Movers,transport,,08111107037,"XCHJ+P99, Galadima 900107, Abuja, Abuja",https://www.businesslist.com.ng/company/272503/alele-movers,businesslist_ng,scrapy,transport,2026-08-21T21:08:59.710675+00:00
Premium Pension Limited,transport,https://premiumpension.com,"+234 9 461 5700, +234 9 461 5707, +234 9 461 5709"," No 4 Awgu Close, off Faskari Street Area 3, Awgu Cl, Garki, Abuja, Abuja",https://www.businesslist.com.ng/company/101269/premium-pension-limited,businesslist_ng,scrapy,transport,2026-08-21T21:09:01.439329+00:00
Rental Car Nigeria,transport,https://www.rentalcarnigeria.com,+234 817 777 7167,"Transcorp Hilton, 1, Aguiyi Ironsi Street, Maitama, Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/261808/rental-car-nigeriarent-a-car,businesslist_ng,scrapy,transport,2026-08-21T21:09:03.427370+00:00
Knight Frank,estate agents,https://www.knightfrank.com.ng,"+234 816 634 1577, +234 1 260 0990","PO Box 22, 24 Campbell Street, Lagos Island, Lagos, Lagos",https://www.businesslist.com.ng/company/102240/knight-frank,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:05.315042+00:00
Kayode Ajulo &amp; Co. Castle Of Law,lawyers,http://www.kayodeajulo.com,+234 803 315 4349,"21, Amazon Street, Ministers’ Hill, Maitama, Abuja, Abuja",https://www.businesslist.com.ng/company/256425/kayode-ajuloco-castle-of-law,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:06.838576+00:00
Ani Martins &amp; Associates,lawyers,http://www.associatesng.com,+2348025422901,"Suites 49/50, Trinity House, Mabushi Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/272438/ani-martinsassociates,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:08.257765+00:00
Aekley Solicitors - Ibadan Office,lawyers,https://aekleysolicitors.com,+234 902 162 7265,"First Floor, 78/80 Oyo Road, Opposite U.I Second Gate, Ibadan, Oyo",https://www.businesslist.com.ng/company/265372/aekley-solicitors-ibadan-office,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:10.504194+00:00
Temidlaw Chambers,lawyers,http://www.temidlawchambers.com.ng,+234 904 713 2930,"OluwaLambe House, No. 68, Igbore Road after Apostolic Church,Igbore, Abeokuta, Abeokuta, Ogun",https://www.businesslist.com.ng/company/262994/temidlaw-chambers,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:12.446576+00:00
Country hill attorneys &amp; solicitors,lawyers,https://countryhillattorneys.com.ng,+234 803 662 2568,"13B Esther Adeleke St, Lekki Phase 1 105102, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/264389/country-hill-attorneyssolicitors,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:14.370411+00:00
Okoawo BlueGate &amp; Co.,lawyers,http://www.okoawobluegate.yolasite.com,+234 803 698 6363,"65, Forestry Road, Benin City, Benin City, Edo",https://www.businesslist.com.ng/company/170739/okoawo-bluegateco,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:16.050571+00:00
Must-Do Properties,lawyers,,"+234 812 516 0761, +234 709 327 8261","Oak Building, County B/Stop, Ogba, Lagos, Lagos",https://www.businesslist.com.ng/company/253384/must-do-properties,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:18.085205+00:00
Bam &amp; Gad Solicitors,lawyers,https://www.bamandgadsolicitors.com.ng,+234 806 278 7594,"17/19 Allen Avenue, Lagos, Lagos",https://www.businesslist.com.ng/company/262824/bamgad-solicitors,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:19.261214+00:00
Sun Natha-Alade &amp; Partners (SNATHAP),lawyers,https://snathap.com,+234 806 496 1554,"65, M.K.O Abiola Way, Opp. Dikat House, Ring Road, Ibadan, Ibadan, Oyo",https://www.businesslist.com.ng/company/263083/sun-natha-aladepartners-snathap,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:21.202081+00:00
1st Attorneys,lawyers,https://1stattorneys.com,+234 1 2705178,"22, Idowu Taylor Street Front Wing, (Ground Flr) Management Building, Victoria Island, Lagos",https://www.businesslist.com.ng/company/170747/1st-attorneys,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:23.181602+00:00
Olajumoke Olubukola Oladejo,lawyers,http://olajumokeoladejo.wordpress.com,+234 805 392 7949,"No. 3, Aperin street, Awolowo, Old Bodija, Ibadan, Oyo",https://www.businesslist.com.ng/company/267739/olajumoke-olubukola-oladejo-kolapo-esq,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:25.124694+00:00
CAC registration in Port Harcourt,lawyers,https://www.cac.gov.ng,+234 708 030 3857,"El-lawson Solicitors,No. 350 Ikwerre Road by Checkpoint Junction, Rumuokwuta, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/266339/cac-registration-in-port-harcourt,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:26.638911+00:00
Maycermary &amp; Associates Law Firm,lawyers,,+234 703 656 3404,"9 Post Office Rd, Fagge, Kano 700211, Kano, Kano",https://www.businesslist.com.ng/company/267624/maycermaryassociates-law-firm,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:28.159983+00:00
Oluwabunmi O. Ogbontiba Esq.,lawyers,https://www.linkedin.com/in/oluwabunmiogbontiba/,+234 816 276 0553,"38, College Crescent, Opposite Bevy High School, Oke-Ado, Ibadan, Oyo",https://www.businesslist.com.ng/company/266854/oluwabunmi-o-ogbontiba-esq,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:30.235786+00:00
Principality Clerks,lawyers,,+234 809 770 0559,"22b, Lugard Avenue, Ikoyi, Lagos Island, Lagos",https://www.businesslist.com.ng/company/261952/principality-clerks,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:32.473801+00:00
Amadi &amp; Associates (Fortune Chambers),lawyers,,+234 803 342 5698,"77 Njemanze Str. Owerri Imo State, Owerri, Imo",https://www.businesslist.com.ng/company/190904/amadiassociates-furtune-chembers,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:33.617097+00:00
Sab Legal ( CAC Registration in Port Harcourt),lawyers,https://www.cac.gov.ng,+234 705 174 8984,"No. 350 Ikwerre Road, Rumuokuta, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/267753/sab-legalcac-registration-in-port-harcourt,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:35.040856+00:00
Samson &amp; Co,lawyers,,+234 905 703 5193,"12, Jimoh Akintoye Street, Lagos, Lagos",https://www.businesslist.com.ng/company/258330/samsonco,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:37.147463+00:00
Jide Ogundimu &amp; Co Solicitors,lawyers,https://jideogundimucosolicitors.co.uk,"+234 909 987 0393, +234 806 055 9255","4B, Oba Adetona Street, Ilupeju Estate, Lagos, Lagos",https://www.businesslist.com.ng/company/102690/jide-ogundimuco-solicitors,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:39.275947+00:00
Chambers Of Mohammed Shuaib,lawyers,http://cmshuaib.law,+234 9 291 5060," First Floor Block G, Bassan Plaza, 759 Wole Olanipekun St, Central Business District, Abuja, Abuja",https://www.businesslist.com.ng/company/164795/chambers-of-mohammed-shuaib,businesslist_ng,scrapy,lawyers,2026-08-21T21:09:41.118218+00:00
Stenzy Realty Ltd,estate agents,https://stenzyrealtyltd.com,+234 815 295 8999,"Close 51 Road 5 E34A VGC, Lekki, Lagos",https://www.businesslist.com.ng/company/271080/stenzy-realty-ltd,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:42.780733+00:00
Colossal and Quality Build Limited,estate agents,https://www.colossalandqualitybuild.com,"+234 802 335 1153, +234 806 273 2386, +234 703 378 1808"," F74 HFP/ Eastline Shopping Complex Abraham Adesanya Roundabout, Lagos, Lagos",https://www.businesslist.com.ng/company/267810/colossal-and-quality-build-limited,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:44.699099+00:00
Deep-Delve Concepts,estate agents,https://deepdelve.wordpress.com,+234 703 088 0015,"Km 14, Lekki-Epe Express, Igbo-Efon, Lekki, Lagos, Lagos",https://www.businesslist.com.ng/company/190182/deep-delve-research-concepts,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:46.916138+00:00
Success Property Managers,estate agents,https://www.successpropertymanagers.com,"+234 916 709 6239, +234 901 754 9855","Mile 1 Police Park, 09167096239 , 17 Ada George, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/262840/success-property-managers,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:48.787889+00:00
Berusa Global,estate agents,https://berusaglobal.com,"+234 704 000-8877, 0704-000-8899","Block 12B, Johannesburg Street, Zone 2, Wuse, Abuja, Abuja",https://www.businesslist.com.ng/company/267857/berusa-global,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:51.034616+00:00
BBS Nigeria,estate agents,http://www.bbsnigeria.org,+234 812 479 1998,"Enterprise Estate Opp Grace Seeds School Chevron Alternative Route Lekki, Lagos Island, Lagos",https://www.businesslist.com.ng/company/255420/bbs-nieria,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:53.004179+00:00
Oparah Realty,estate agents,https://oparahrealty.com,+234 805 048 0659,"No 16A, Sule Abuka Close off Opebi Road by GTBank Opebi-Ikeja, Lagos",https://www.businesslist.com.ng/company/263302/oparah-realty,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:54.586955+00:00
DessyDee Consortium,estate agents,https://www.dessydeeconsortium.com.ng,+234 909 323 6856,"10, Ohaeto Street, Behind Ecobank, D-Line, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/264712/dessydee-consortium,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:56.574035+00:00
Azrieli Property Limited,estate agents,https://www.azrieliproperty.com,+234 806 402 5398,"Plot 13q EDEN Garden Estate, Ajah Lekki, Lagos, Lagos",https://www.businesslist.com.ng/company/267854/azrieli-property-limited,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:57.893854+00:00
Ramos Of Lagos Realty,estate agents,https://www.ramosoflagosrealty.com,"+234 813 335 5522, +234 806 926 7318","Suite C17 De Cherub Mall 18, Lekki Epe Expressway, Lagos, Lagos",https://www.businesslist.com.ng/company/267853/ramos-of-lagos-realty,businesslist_ng,scrapy,estate-agents,2026-08-21T21:09:59.411500+00:00
Navigator Real Estate Limited,estate agents,https://navigator-realestate.com.ng,+234 911 509 2320,"Suite FF04, Atoke Plaza, Opposite Amazing Filling Station, General Gas-Akobo Road, Akobo, Ibadan, Oyo",https://www.businesslist.com.ng/company/268151/navigator-real-estate-limited,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:01.103099+00:00
Ora Egbunike &amp; Associates,estate agents,https://www.facebook.com/oraegbunike/,"+234 9 413 7631, +234 9 413 4647","No. 2 Wahab Dosumu Close, Iya Abubakar Crescent, Off Alex Ekwueme Way, Jabi, Abuja, Abuja",https://www.businesslist.com.ng/company/102298/ora-egbunikeassociates,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:03.176567+00:00
Jide Taiwo &amp; Co,estate agents,https://www.jidetaiwoandco.com,"+234 1 262 5048, +234 705 209 0118","Plot 136, Sinari Daranijo Street, Off Ajose Adeogun Street, Victoria Island, Lagos",https://www.businesslist.com.ng/company/102232/jide-taiwocompany,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:05.243035+00:00
Delson Aluminium Concepts,estate agents,https://www.facebook.com/delconcepts/,+234 903 770 5058,"1, Abundance avenue, Victory estate,off Idimu Road, Ejigbo, Lagos",https://www.businesslist.com.ng/company/196630/delson-aluminium-concepts,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:07.225631+00:00
99 Properties Africa,estate agents,https://99propertiesafrica.com,+234 809 999 4949,"2nd Floor, Providence House, Admiralty Way (Beside Tantalizers), Lekki Phase 1, Lagos, Lagos",https://www.businesslist.com.ng/company/255683/99-properties-africa,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:09.434731+00:00
Winners Properties (Nig) Ltd,estate agents,https://winnerspropertiesng.com,"+234 803 839 0534, +234 805 211 2117","10 Danube Close Off Danube Street Maitama, Abuja, Abuja",https://www.businesslist.com.ng/company/253685/winners-properties,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:11.556453+00:00
Giselle Homes Limited,estate agents,https://gisellehomes.com,"+234 809 176 4222, +234 802 310 2481","Plot 9,Block 113, Beaulah Land Plaza, 3rd Round About, Lekki Epe Expressway,Lekki phase 1 , Lagos, Lagos",https://www.businesslist.com.ng/company/265505/giselle-homes-limited,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:13.440880+00:00
Brit Property Nigeria Ltd,estate agents,https://www.britproperties.ng,+234 916 444 9990,"Suite I106,Ikota Shopping Complex, Ajah, Lagos Island, Lagos",https://www.businesslist.com.ng/company/258918/brit-property-nigeria-ltd,businesslist_ng,scrapy,estate-agents,2026-08-21T21:10:15.529670+00:00
Jautos Luxury Car Rental,transport,https://jautos.com.ng,+234 907 000 6661,"408 Omofade Cres, Omole Phase 1, Ojodu, Lagos, Lagos",https://www.businesslist.com.ng/company/272322/jautos-luxury-car-rental,businesslist_ng,scrapy,transport,2026-08-21T21:10:17.449949+00:00
Interstate Ambulance Services {YES RENT AMBULANCE},transport,https://web.facebook.com/rentambulancebushere,08034348268,"Phase 4, Nembe road opp. Navy Quarters Kubwa, Abuja, Abuja",https://www.businesslist.com.ng/company/260309/interstate-ambulance-services-yes-rent-ambulance,businesslist_ng,scrapy,transport,2026-08-21T21:10:19.315519+00:00
Integrated Software Services Limited,transport,https://www.isslng.com/],"+234 1 791 5935, +234 1 774 8219, +234 1 790 5570","15 Akinsemoyin Street, off Eric Moore Road, Surulere, Lagos, Abia",https://www.businesslist.com.ng/company/99565/integrated-software-services-limited,businesslist_ng,scrapy,transport,2026-08-21T21:10:21.388658+00:00
Cardinal Security Services Limited,transport,https://www.cardinal-ng.com,"+234 1 7627144, 1 9502409","3, Dr Udo Wogu Street, Chevy View Estate, Lekki Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/114420/cardinal-security-services-limited,businesslist_ng,scrapy,transport,2026-08-21T21:10:23.530853+00:00
Alcredo car rentals,transport,http://www.alcredogroup.com,+234 903 000 6622,"2c Babatunde Dabiri, Lekki Phase One, Lagos Island, Lagos",https://www.businesslist.com.ng/company/262358/alcredo-car-rentals,businesslist_ng,scrapy,transport,2026-08-21T21:10:25.232075+00:00
Elo-Ex Transport Services,transport,https://eloexng.com,+234 809 951 7857,"2nd Floor, Providence House, Admiralty Wy, Lekki Phase I, Lagos, Lagos",https://www.businesslist.com.ng/company/272326/elo-ex-transport-services,businesslist_ng,scrapy,transport,2026-08-21T21:10:27.215409+00:00
Mactay Consulting Limited,transport,https://mactayconsulting.com,"+234 1 270 6336, +234 1 774 1016, +234 1 270 6003","Phase 1, 5 Prince Adelowo Adedeji St, Peninsula, Lagos 106104, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/120892/mactay-consulting-limited,businesslist_ng,scrapy,transport,2026-08-21T21:10:29.408470+00:00
Nigeria Custom Service Car Auction,transport,http://customgov.ng/,07037866704,"Nigeria Custom Service, Marina Road, Badagry, Badagry, Lagos",https://www.businesslist.com.ng/company/255855/nigeria-custom-service,businesslist_ng,scrapy,transport,2026-08-21T21:10:30.992555+00:00
Delta Line Booking Office,transport,https://deltaline.com,09072255814,"Command Secondary School Junction, Direct Opp. Green ville cng gas station, Kaduna., Kaduna, Kaduna",https://www.businesslist.com.ng/company/170525/delta-line-booking-office,businesslist_ng,scrapy,transport,2026-08-21T21:10:31.969530+00:00
Atlasrelocator.com,logistics,http://www.atlasrelocator.com,+2347057257569,"11, Igbehinadun street Ojodu Berger, Ikeja, Lagos",https://www.businesslist.com.ng/company/265541/atlasrelocatorcom,businesslist_ng,scrapy,logistics,2026-08-21T21:10:34.099182+00:00
Kisumu Automotive Ventures,logistics,https://web.facebook.com/KisumuAutomotiveDallasTexas/?_rdc=1&_rdr,"4692356881, +2348035941808","CLOSE 25 HOUSE 9 SATELLITE  TOWN LAGOS STATE NIGERIA , Lagos, Lagos",https://www.businesslist.com.ng/company/258087/kisumu-automotive-ventures,businesslist_ng,scrapy,logistics,2026-08-21T21:10:36.224006+00:00
Simpres Logistics &amp; Co Limited,logistics,https://simpreslogistics.com,+234 803 255 9203,"The Capital Hub Plaza Suite 308c Third Floor, Jahi Gwarinpa Express Way, Abuja, Abuja",https://www.businesslist.com.ng/company/268061/simpres-logisticsco-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:10:38.224002+00:00
Call Bob Nigeria,logistics,http://www.callbob.ng,07043002003,"4 Graceland Avenue, Tombia Road, GRA Phase 2, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/267492/call-bob-nigeria,businesslist_ng,scrapy,logistics,2026-08-21T21:10:40.377832+00:00
Ideal Royal Crown Logistics Limited,logistics,https://idealroyalcrown.com,+234 803 474 1503,"40 Airport Road, mafoluku-Oshodi, Lagos, Lagos",https://www.businesslist.com.ng/company/258776/ideal-royal-crown-logistics-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:10:41.669419+00:00
Packmyload.com,logistics,https://www.packmyload.com,+234 700 722 5776,"12, Hudeyin Street, Ramat Estate, Ogudu GRA, Lagos, Lagos",https://www.businesslist.com.ng/company/263249/packmyloadcom,businesslist_ng,scrapy,logistics,2026-08-21T21:10:43.695818+00:00
AB Offshore Marine Services Limited,logistics,https://aboffshore.ng,+234 811 224 4444,"10 Afolabi Lesi, Street, Ilupeju, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/261159/ab-offshore-marine-services-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:10:45.162636+00:00
Elite Logistics and Development Services,logistics,https://elitelogisticsdevelopment.com,+234 1 293 4234,"11B Fatai Idowu Arobieke Street  Lekki Phase 1, , Lagos Island, Lagos",https://www.businesslist.com.ng/company/262970/elite-logistics-and-development-services,businesslist_ng,scrapy,logistics,2026-08-21T21:10:47.130128+00:00
Eazyhire,logistics,http://www.eazyhire.com.ng,+234 813 965 8045,"296 Herbert Macaulay Way Yaba Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/254860/eazyhire,businesslist_ng,scrapy,logistics,2026-08-21T21:10:49.050911+00:00
Airtrace Solutions Nigeria Limited,logistics,https://airtracesolutions.com/,08123932258,"Shell Location(opp bolingo) Road, Agbada 2, Off Airport Road, Igwuruta, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/256898/airtrace-solutions,businesslist_ng,scrapy,logistics,2026-08-21T21:10:50.206173+00:00
First Move Logistics,logistics,,+2348085273309,"122B NTA CHOBA ROAD MGBOUGBA PORT HARCOURT RIVERS STATE NIGERIA, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/268129/first-move-logistics,businesslist_ng,scrapy,logistics,2026-08-21T21:10:51.145482+00:00
Belamej International Ltd,logistics,https://belamejmoverslagos.business.site/,+2349090240402,"Block 2 House 2a, Mobolaji Johnson Place, Lekki phase 1, Lagos Nigeria., Lekki, Lagos",https://www.businesslist.com.ng/company/259639/belamej-international-ltd,businesslist_ng,scrapy,logistics,2026-08-21T21:10:53.004520+00:00
Aerologistics and Travels Ltd,logistics,https://www.overflightnigeria.com,"+234 4 610300, +234 803 350 5730, +234 813 107 7315, +234 802 306 9235","Suite C247 Ikota Business Complex, Lagos, Lagos",https://www.businesslist.com.ng/company/257492/aerologistics,businesslist_ng,scrapy,logistics,2026-08-21T21:10:54.905601+00:00
Puissant Logistics Limited,logistics,https://www.puissantlogistics.com,+234 701 004 4544,"5, NNPC Road, Ejigbo , Lagos, Lagos",https://www.businesslist.com.ng/company/265001/puissant-logistics-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:10:56.738337+00:00
Cargotonigeria (CTN),logistics,http://www.cargotonigeria.com,"07049450575   ,  09046808823","31 Olaiya Street, Mafoluku,  LAGOS , NIGERIA, Ikeja, Lagos",https://www.businesslist.com.ng/company/262380/cargotonigeria-ctn,businesslist_ng,scrapy,logistics,2026-08-21T21:10:58.702587+00:00
The Mainland Movers,logistics,https://themainlandmovers.business.site/,09068487681,"Lagos Terminus, Iddo road Lagos Mainland Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/264658/the-mainland-movers,businesslist_ng,scrapy,logistics,2026-08-21T21:11:00.948979+00:00
Robez Freightliner Limited,logistics,https://www.robezfreightliner.com,+234 803 524 5911,"Wharf, Nnewi Building, 1/3 Creek Road 4th Floor Left Wing Block 1 Apapa, Apapa, Lagos",https://www.businesslist.com.ng/company/267834/robez-freightliner-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:11:02.107593+00:00
