company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at
Emizen Tech,software developer,https://www.emizentech.com/,info@emizentech.com,info@emizentech.com,,"Ajman, United Arab Emirates",https://www.linkedin.com/company/emizen-tech,https://www.facebook.com/EmizenTech/,https://www.instagram.com/emizentech/,4.9,144,50 - 249,< $25 / hr,"$5,000+",ae/developers,https://clutch.co/profile/emizen-tech,clutch,cloak_browser,alive,87,A,2026-07-15T21:08:42.875Z
Andersen Inc.,software developer,https://andersenlab.com,contact@andersenlab.com,contact@andersenlab.com,,"Dubai, United Arab Emirates",https://www.linkedin.com/company/andersen-lab,https://www.facebook.com/AndersenSoftwareDev,https://www.instagram.com/andersen.global/,4.9,129,"1,000 - 9,999",$50 - $99 / hr,"$50,000+",ae/developers,https://clutch.co/profile/andersen,clutch,cloak_browser,alive,87,A,2026-07-15T21:08:42.875Z
GeekyAnts,software developer,https://geekyants.com/,info@geekyants.com,info@geekyants.com,,"Bengaluru, India",https://www.linkedin.com/company/geekyants-software-pvt-ltd/,,https://www.instagram.com/geekyantsofficial/,4.8,115,250 - 999,$25 - $49 / hr,"$10,000+",in/developers,https://clutch.co/profile/geekyants,clutch,cloak_browser,alive,87,A,2026-07-15T21:11:33.650Z
Tridhya Tech Limited,software developer,http://www.tridhyatech.com/,info@tridhyatech.com,info@tridhyatech.com,,"Ahmedabad, India",https://www.linkedin.com/company/tridhya-tech/,https://www.facebook.com/TridhyaTech,https://www.instagram.com/tridhyatech/,5.0,104,50 - 249,< $25 / hr,"$5,000+",in/developers,https://clutch.co/profile/tridhya-tech,clutch,cloak_browser,alive,87,A,2026-07-15T21:11:33.650Z
Trigma,software developer,https://trigma.com/,taira@trigma.com,taira@trigma.com,,"Sahibzada Ajit Singh Nagar, India",https://www.linkedin.com/company/trigma,https://www.facebook.com/teamtrigma/,https://www.instagram.com/trigma/,5.0,135,50 - 249,$25 - $49 / hr,"$10,000+",in/developers,https://clutch.co/profile/trigma,clutch,cloak_browser,alive,87,A,2026-07-15T21:11:33.650Z
Saritasa,software developer,https://www.saritasa.com/,info@saritasa.com,info@saritasa.com,,"Newport Beach, CA",https://www.linkedin.com/company/saritasa,https://www.facebook.com/SaritasaLLC,,4.8,106,50 - 249,$100 - $149 / hr,"$50,000+",us/developers,https://clutch.co/profile/saritasa,clutch,cloak_browser,alive,87,A,2026-07-15T21:14:46.354Z
Zopreneurs: Best Zoho Partner in Dubai and UAE,Software company,http://zopreneurs.com/,marketing@zopreneurs.com,marketing@zopreneurs.com,+971 52 470 7919,WHITE SWAN BUILDING - Zopreneurs - Office 606 - Trade Center First - Area - Dubai - United Arab Emirates,https://www.linkedin.com/company/zopreneurs/,https://www.facebook.com/Zopreneurs/,https://www.instagram.com/zopreneurs/,4.9,437,,,,software companies in Dubai,https://www.google.com/maps/place/Zopreneurs:+Best+Zoho+Partner+in+Dubai+and+UAE/data=!4m7!3m6!1s0x3e5f6b076656992b:0x8e573fc1ac6c3f5e!8m2!3d25.2226693!4d55.2820504!16s%2Fg%2F11sg_3sdvt!19sChIJK5lWZgdrXz4RXj9srME_V44?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,86,A,2026-07-15T20:09:13.813Z
WebCastle Technologies LLC | Web Design Company Dubai | Web Development Company in Dubai,Website designer,https://www.webcastle.ae/,mail@webcastle.ae,mail@webcastle.ae,+971 4 554 0033,"DAMAC Executive Bay - 11th Floor, 1103 - Business Bay - Dubai - United Arab Emirates",https://www.linkedin.com/company/webcastle,https://www.facebook.com/webcastlemedia,https://www.instagram.com/webcastletech/,4.9,241,,,,web development agencies in Dubai,https://www.google.com/maps/place/WebCastle+Technologies+LLC+%7C+Web+Design+Company+Dubai+%7C+Web+Development+Company+in+Dubai/data=!4m7!3m6!1s0x3e5f5ce1d455720b:0xc228db19e63b1e6e!8m2!3d25.1783988!4d55.266682!16s%2Fg%2F11cl_1697k!19sChIJC3JV1OFcXz4Rbh475hnbKMI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,86,A,2026-07-15T20:10:35.488Z
FlairsTech,Computer support and services,https://www.flairstech.com/,info@flairstech.com,info@flairstech.com,(877) 296-0878,"537 Nile Corniche, Athar an Nabi, Maadi, Cairo Governorate 4220101, Egypt",https://www.linkedin.com/company/flairstech/,https://www.facebook.com/FlairsTech,https://www.instagram.com/flairstech/,4.3,222,"1,000 - 9,999",< $25 / hr,"$50,000+",software companies in Cairo,https://www.google.com/maps/place/FlairsTech/data=!4m7!3m6!1s0x145847210e65a985:0x5173be3fedb8853!8m2!3d29.9831689!4d31.2310252!16s%2Fg%2F11ff0sxwmt!19sChIJhallDiFHWBQRU4jb_uM7FwU?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,86,A,2026-07-15T20:27:27.718Z
Air IT London,Computer support and services,https://www.airit.co.uk/locations/it-support-london-office/?utm_campaign=40444194-gbp-london&utm_source=google_business&utm_medium=organic&utm_content=london,enquiries@airit.co.uk,enquiries@airit.co.uk,+44 20 7101 0544,"75 Farringdon Rd, London EC1M 3JY, United Kingdom",https://uk.linkedin.com/company/air-it,https://www.facebook.com/AirITLtd/,,4.8,224,,,,IT companies in London,https://www.google.com/maps/place/Air+IT+London/data=!4m7!3m6!1s0x48761b2cb8cfaf59:0xd3431e73c6080a9e!8m2!3d51.5212425!4d-0.1065763!16s%2Fg%2F1ttyw6xm!19sChIJWa_PuCwbdkgRngoIxnMeQ9M?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,86,A,2026-07-15T21:00:10.828Z
Globe3 ERP Pte Ltd - AI-Powered ERP Software Singapore,Software company,https://www.globe3.com/,enquiry@globe3.com,enquiry@globe3.com; sales@globe3.com,+65 6749 8823,"10 Kallang Ave, #05-15 Aperia Tower 2, Singapore 339510",https://www.linkedin.com/company/tno-systems-pte-ltd/,https://www.facebook.com/Globe3ERP,,4.9,113,,,,software companies in Singapore,https://www.google.com/maps/place/Globe3+ERP+Pte+Ltd+-+AI-Powered+ERP+Software+Singapore/data=!4m7!3m6!1s0x31da17f5f7b93b79:0xb4cfe1c60b35a75a!8m2!3d1.3102201!4d103.8644261!16s%2Fg%2F1pv1h09j2!19sChIJeTu59_UX2jERWqc1C8bhz7Q?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,85,A,2026-07-15T20:44:01.339Z
IT Block Singapore,Computer support and services,https://www.itblock.sg/,hello@itblock.sg,hello@itblock.sg,+65 6972 9314,"49 Joo Chiat Ln, Singapore 428106",https://www.linkedin.com/company/it-block-pte-ltd,https://www.facebook.com/itspaceblock/,https://www.instagram.com/itblocksg/,5.0,158,10 - 49,$300+ / hr,"$10,000+",IT companies in Singapore,https://www.google.com/maps/place/IT+Block+Singapore/data=!4m7!3m6!1s0x31da19651f2eb087:0x927bfd9b3f278f0a!8m2!3d1.3127815!4d103.9036443!16s%2Fg%2F11gm8d0cwm!19sChIJh7AuH2UZ2jERCo8nP5v9e5I?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,85,A,2026-07-15T20:44:40.085Z
"360DigiTMG - Data Science, IR 4.0, AI, Machine Learning Training in Malaysia",Training center,https://360digitmg.com/?utm_source=GMB_listing&utm_medium=organic&utm_campaign=malaysia,info@360digitmg.com,info@360digitmg.com; contact@360digitmg.com,+60 19-383 1378,"Level 16, 1 Sentral, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.linkedin.com/company/360digitmgmalaysia,https://www.facebook.com/360Digitmg.Malaysia/,https://www.instagram.com/360digitmg.malaysia/,4.6,787,,,,IT companies in Kuala Lumpur,"https://www.google.com/maps/place/360DigiTMG+-+Data+Science,+IR+4.0,+AI,+Machine+Learning+Training+in+Malaysia/data=!4m7!3m6!1s0x31cc49ad7e6e258b:0x86859669fd5fc26!8m2!3d3.1314389!4d101.6833556!16s%2Fg%2F11gkyw0pzt!19sChIJiyVufq1JzDERJvzVn2ZZaAg?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,85,A,2026-07-15T20:46:39.344Z
Saigon Technology - AI-Driven Software Development Company in Vietnam,Software company,https://saigontechnology.com/?utm_source=google_business&utm_medium=organic&utm_campaign=ho_chi_minh,sales@saigontechnology.com,sales@saigontechnology.com; australia@saigontechnology.com; thanh.pham@saigontechnology.com,+84 28 3811 0001,"Orchard Park View, 130-132 Hồng Hà, Đức Nhuận, Hồ Chí Minh 700000, Vietnam",https://www.linkedin.com/company/saigon-technology,https://www.facebook.com/saigontechnology,,4.6,53,250 - 999,$25 - $49 / hr,"$10,000+",software companies in Ho Chi Minh City,https://www.google.com/maps/place/Saigon+Technology+-+AI-Driven+Software+Development+Company+in+Vietnam/data=!4m7!3m6!1s0x3175294909dcaa3f:0x3ecba838def3c278!8m2!3d10.809461!4d106.672745!16s%2Fg%2F11f5bqz5y0!19sChIJP6rcCUkpdTEReMLz3jioyz4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,85,A,2026-07-15T20:49:17.083Z
Lumitech,software developer,https://lumitech.co/,denis.salatin@lumitech.co,denis.salatin@lumitech.co; careers@lumitech.co; partners@lumitech.co,,"Dubai, United Arab Emirates",https://www.linkedin.com/in/denis-salatin,https://www.facebook.com/people/Lumitech/61576426007228/,,5.0,51,50 - 249,$25 - $49 / hr,"$10,000+",ae/developers,https://clutch.co/profile/lumitech,clutch,cloak_browser,alive,85,A,2026-07-15T21:08:42.875Z
Phenomenon Studio,software developer,https://phenomenonstudio.com/,hello@phenomenon-studio.com,hello@phenomenon-studio.com; polina@phenomenon-studio.com,,"Dubai, United Arab Emirates",https://www.linkedin.com/company/phenomenonstudio/,https://www.facebook.com/phenomenonstudio,https://www.instagram.com/phenomenon__studio,5.0,51,50 - 249,$50 - $99 / hr,"$10,000+",ae/developers,https://clutch.co/profile/phenomenon-studio,clutch,cloak_browser,alive,85,A,2026-07-15T21:08:42.875Z
Hidden Brains InfoTech,software developer,https://www.hiddenbrains.com/welcome-from-clutch.html,biz@hiddenbrains.com,biz@hiddenbrains.com,,"دبي, United Arab Emirates",https://www.linkedin.com/in/govindchhawchharia/,https://www.facebook.com/HiddenBrains,https://www.instagram.com/hiddenbrains_infotech/,4.8,49,250 - 999,$25 - $49 / hr,"$25,000+",ae/developers,https://clutch.co/profile/hidden-brains-infotech,clutch,cloak_browser,alive,85,A,2026-07-15T21:08:42.875Z
CodeNinja,software developer,https://www.codeninjaconsulting.com,hello@codeninjaconsulting.com,hello@codeninjaconsulting.com; hello@codeninjaconsulting.pk,,"Riyadh, Saudi Arabia",https://www.linkedin.com/company/codeninjainc,,https://www.instagram.com/codeninjainc/ ,5.0,53,250 - 999,$25 - $49 / hr,"$25,000+",sa/developers,https://clutch.co/profile/codeninja,clutch,cloak_browser,alive,85,A,2026-07-15T21:09:26.003Z
Elsner Technologies Pvt Ltd,software developer,https://www.elsner.com/,sales@elsner.com,sales@elsner.com; sales@elsner.in; support@elsner.com,,"Ahmedabad, India",https://in.linkedin.com/company/elsner-technology-pvt--ltd-,https://www.facebook.com/ElsnerTecnologies/,https://www.instagram.com/elsnertechnologies/,4.8,83,50 - 249,< $25 / hr,"$5,000+",in/developers,https://clutch.co/profile/elsner-technologies,clutch,cloak_browser,alive,85,A,2026-07-15T21:11:33.650Z
Future Processing,software developer,https://www.future-processing.com/de/dienstleistungen/softwareentwicklungsservices/softwareentwicklung/,sales@future-processing.com,sales@future-processing.com; sales.de@future-processing.com; sales.uk@future-processing.com,,"Düsseldorf, Germany",https://www.linkedin.com/company/future-processing,https://www.facebook.com/FutureProcessing,https://www.instagram.com/futureprocessing/,4.7,51,250 - 999,$50 - $99 / hr,"$25,000+",de/developers,https://clutch.co/profile/future-processing,clutch,cloak_browser,alive,85,A,2026-07-15T21:13:36.359Z
Kuchoriya TechSoft,software developer,http://www.kuchoriyatechsoft.com,info@kuchoriyatechsoft.com,info@kuchoriyatechsoft.com; hr@kuchoriyatechsoft.com,,"Mississauga, Canada",https://www.linkedin.com/company/kuchoriyatechsoft/,https://www.facebook.com/profile.php,https://www.instagram.com/kuchoriyatechsoft/,5.0,51,250 - 999,< $25 / hr,"$1,000+",ca/developers,https://clutch.co/profile/kuchoriya-techsoft,clutch,cloak_browser,alive,85,A,2026-07-15T21:13:55.231Z
Plavno,software developer,https://plavno.io/,sales@plavno.io,sales@plavno.io; dmitry.tk@abiatec.com,,"Alexandria, VA",https://www.linkedin.com/company/plavno/,https://www.facebook.com/plavnosoft,https://www.instagram.com/plavno.io/,4.9,55,50 - 249,$25 - $49 / hr,"$25,000+",us/developers,https://clutch.co/profile/plavno,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
Atomic Object,software developer,https://atomicobject.com/,contact@atomicobject.com,contact@atomicobject.com; you@company.com,,"Grand Rapids, MI",https://www.linkedin.com/company/atomic-object,https://www.facebook.com/atomicobject,https://www.instagram.com/atomicobject,4.9,50,50 - 249,$150 - $199 / hr,"$25,000+",us/developers,https://clutch.co/profile/atomic-object,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
Cleveroad,software developer,https://www.cleveroad.com/offer/,penzov@cleveroad.com,penzov@cleveroad.com; sales@cleveroad.com; hr@cleveroad.com,,"New York, NY",https://www.linkedin.com/company/cleveroad,https://www.facebook.com/cleveroadinc,https://www.instagram.com/cleveroadinc/,4.9,80,250 - 999,$25 - $49 / hr,"$10,000+",us/developers,https://clutch.co/profile/cleveroad,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
SOLTECH,software developer,https://soltech.net/,info@soltech.net,info@soltech.net; sales@soltech.net; careers@soltech.net,,"Atlanta, GA",https://www.linkedin.com/company/soltech-inc,https://www.facebook.com/SolTechATL,https://www.instagram.com/soltechatlanta/,4.9,56,50 - 249,$150 - $199 / hr,"$10,000+",us/developers,https://clutch.co/profile/soltech,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
Bit by Bit Computer Consultants,software developer,https://www.bitxbit.com/contact-us/,info@bitxbit.com,info@bitxbit.com; support@bitxbit.com,,"New York, NY",https://linkedin.com/company/bit-by-bit,https://www.facebook.com/BitbyBitInc/,,4.9,54,50 - 249,$150 - $199 / hr,"$5,000+",us/developers,https://clutch.co/profile/bit-bit-computer-consultants,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
Valere,software developer,https://www.valere.io/,contact@valere.io,contact@valere.io; alexa@amazon.com,,"Marlborough, MA",https://www.linkedin.com/company/valereglobal/,,https://www.instagram.com/valereglobal,4.8,60,50 - 249,$50 - $99 / hr,"$75,000+",us/developers,https://clutch.co/profile/valere,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:46.354Z
App Maisters Inc.,software developer,https://www.appmaisters.com/,sales@appmaisters.com,sales@appmaisters.com,,"Houston, TX",https://www.linkedin.com/company/appmaisters,https://www.facebook.com/AppMaisters,,4.9,23,10 - 49,$50 - $99 / hr,"$5,000+",us/it-services,https://clutch.co/profile/app-maisters,clutch,cloak_browser,alive,85,A,2026-07-15T21:14:58.854Z
INSIDEA,software developer,https://insidea.com/,pratik@insidea.com,pratik@insidea.com; privacy@insidea.com,,"Dubai, United Arab Emirates",https://linkedin.com/company/insidea,,,5.0,64,50 - 249,$50 - $99 / hr,"$1,000+",ae/it-services,https://clutch.co/profile/insidea,clutch,cloak_browser,alive,84,A,2026-07-15T21:08:55.397Z
Intuz,software developer,https://www.intuz.com/,getstarted@intuz.com,getstarted@intuz.com; maya@helix.ai,,"Ahmedabad, India",https://www.linkedin.com/feed/update/urn:li:activity:7444370273065410561/,,,4.8,52,50 - 249,$25 - $49 / hr,"$10,000+",in/developers,https://clutch.co/profile/intuz,clutch,cloak_browser,alive,84,A,2026-07-15T21:11:33.650Z
Diffco AI,software developer,https://diffco.us/,mail@diffco.us,mail@diffco.us,,"San Jose, CA",https://www.linkedin.com/company/diffco,,,5.0,31,50 - 249,$100 - $149 / hr,"$25,000+",us/developers,https://clutch.co/profile/diffco-ai,clutch,cloak_browser,alive,84,A,2026-07-15T21:14:46.354Z
"CLOUD6 - Web Design & Development Company Dubai, UAE",Website designer,https://www.cloud6.ae/?utm_source=Google&utm_medium=GMB,info@cloud6.ae,info@cloud6.ae,+971 52 120 1662,"Post Office: 500001, Aspin Commercial Tower - Office No: 22, 2nd Floor - Sheikh Zayed Rd - Trade Center First - DIFC - Dubai - United Arab Emirates",https://www.linkedin.com/company/cloud6ae,https://www.facebook.com/Cloud6AE,https://www.instagram.com/cloud6ae,4.9,102,,,,web development agencies in Dubai,"https://www.google.com/maps/place/CLOUD6+-+Web+Design+%26+Development+Company+Dubai,+UAE/data=!4m7!3m6!1s0x3e5f65312d6e6147:0x584d21900d3906d2!8m2!3d25.2091352!4d55.272558!16s%2Fg%2F11svm7mqzs!19sChIJR2FuLTFlXz4R0gY5DZAhTVg?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,83,A,2026-07-15T20:10:35.488Z
Tekrevol Dubai | App Development Company,Software company,https://www.tekrevol.com/mobile-app-development-company-dubai?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=dubai,info@tekrevol.com,info@tekrevol.com,+971 4 561 6845,"Dubai World, Sheikh Rashid Tower - Floor No 19 - Trade Center Second - Dubai - United Arab Emirates",https://www.linkedin.com/company/tekrevol/,https://www.facebook.com/TekRevolOfficial/,https://www.instagram.com/tekrevol/,4.9,28,250 - 999,$25 - $49 / hr,"$25,000+",app development companies in Dubai,https://www.google.com/maps/place/Tekrevol+Dubai+%7C+App+Development+Company/data=!4m7!3m6!1s0x3e5f6daba25d1257:0xf8e37e969426072a!8m2!3d25.2258337!4d55.2887171!16s%2Fg%2F11q84msj69!19sChIJVxJdoqttXz4RKgcmlJZ-4_g?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:11:16.005Z
TechGropse Riyadh Saudi Arabia - AI Mobile App Development Company | Hire Mobile App Developers,Software company,https://www.techgropse.com/sa/mobile-app-development-saudi-arabia,info@techgropse.com,info@techgropse.com,+971 52 798 4766,"Al Aziziyah, Riyadh 14514, Saudi Arabia",https://www.linkedin.com/company/techgropse/,https://www.facebook.com/techgropse/,https://www.instagram.com/techgropse/,4.9,22,50 - 249,$25 - $49 / hr,"$25,000+",software companies in Riyadh,https://www.google.com/maps/place/TechGropse+Riyadh+Saudi+Arabia+-+AI+Mobile+App+Development+Company+%7C+Hire+Mobile+App+Developers/data=!4m7!3m6!1s0x3e2f09b480f7c9c7:0x8351377e757fee82!8m2!3d24.5796671!4d46.7781017!16s%2Fg%2F11vqrr211t!19sChIJx8n3gLQJLz4Rgu5_dX43UYM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:15:18.581Z
Contour Software (Pvt) Ltd.,Software company,https://contour-software.com/,info@contour-software.com,info@contour-software.com; careers@contour-software.com,+92 21 34306280,"SNCC 1/1-A, Prestige Trade Center, 4th Floor, Main Shaheed-e-Millat Rd, Modern Society Karachi, 74200, Pakistan",https://pk.linkedin.com/company/contoursoftware,https://www.facebook.com/contoursoftware/,https://www.instagram.com/contoursoftwareltd/,4.7,422,,,,software companies in Karachi,https://www.google.com/maps/place/Contour+Software+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3eb33eeca72a7e3f:0x82009b4494308cfe!8m2!3d24.8838243!4d67.0576393!16s%2Fg%2F1hc2_8m8j!19sChIJP34qp-w-sz4R_owwlESbAII?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:33:25.879Z
ERPLax Bangalore,Software company,https://erplax.com/,info@erplax.in,info@erplax.in,+91 97399 66977,"4235, 19th Main Rd, A Block, Milk Colony, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560021, India",https://www.linkedin.com/company/erplax/,https://www.facebook.com/profile.php,https://www.instagram.com/erp_lax/,4.9,147,,,,software companies in Bangalore,https://www.google.com/maps/place/ERPLax+Bangalore/data=!4m7!3m6!1s0x3bae3d812b51d3f1:0xddcb4cc9b0484c69!8m2!3d13.0066259!4d77.5601444!16s%2Fg%2F11gdyzh4d7!19sChIJ8dNRK4E9rjsRaUxIsMlMy90?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:37:24.773Z
Mitrais Jakarta - World Class Software Development Company,Software company,https://www.mitrais.com/?utm_source=googlemybusiness.com&utm_medium=referral&utm_campaign=googlemybusiness.com-1121-21082024&utm_content=googlemybusiness.com-g-m-business-jakarta-21082024,info@mitrais.com,info@mitrais.com,+62 21 5277636,"Gedung Wirausaha, Jl. H. R. Rasuna Said No.3 Lantai 8, RT.3/RW.1, Karet, Setiabudi, South Jakarta City, Jakarta 12940, Indonesia",https://www.linkedin.com/company/mitrais/,https://www.facebook.com/mitraisofficial/,https://www.instagram.com/mitrais/,4.7,24,250 - 999,$25 - $49 / hr,"$50,000+",software companies in Jakarta,https://www.google.com/maps/place/Mitrais+Jakarta+-+World+Class+Software+Development+Company/data=!4m7!3m6!1s0x2e69f3f7dfc605a3:0x60ad4d79f0931a6!8m2!3d-6.2138332!4d106.8311106!16s%2Fg%2F1tfws7y9!19sChIJowXG3_fzaS4RpjEJn9fUCgY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:51:17.539Z
Goji Labs - Los Angeles App Development,Software company,https://gojilabs.com/,hello@gojilabs.com,hello@gojilabs.com; marketing@gojilabs.com,(213) 816-1285,"800 Wilshire Blvd, Los Angeles, CA 90017",https://www.linkedin.com/company/goji-labs/,,https://www.instagram.com/goji_labs,4.9,56,50 - 249,$100 - $149 / hr,"$25,000+",software companies in Los Angeles,https://www.google.com/maps/place/Goji+Labs+-+Los+Angeles+App+Development/data=!4m7!3m6!1s0x80c2c7b15f37559d:0xd3a7af4d621ae5bf!8m2!3d34.049449!4d-118.258647!16s%2Fg%2F11css6hx7s!19sChIJnVU3X7HHwoARv-UaYk2vp9M?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,83,A,2026-07-15T20:58:51.434Z
