name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Farhan Car Rental Services,car rental,https://farhanrentacar.com/,+92 312 - 2810139,"Pakistan, Karachi",https://www.businesslist.pk/company/258887/farhan-car-rental-services,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:31.075782+00:00
LahoreRentACar,car rental,http://lahore-rent-a-car-wapda-town-lhr.business.site,03123221155,"7-GCP Scheem, R1 Johar Town, Lahore, Punjab",https://www.businesslist.pk/company/247980/lahorerentacar,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:32.933217+00:00
Master Rent A Car,car rental,https://www.masterrentacar.pk,923492049928,"House# 07, Str# 31, Sector-F, Manzoor Colony,  Near# Mehmoodabad, Karachi 75640. , Karachi, Sindh",https://www.businesslist.pk/company/248777/master-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:34.990052+00:00
Pay4Drive,car rental,http://pay4drive.com/,0302-4019477,"120, K-II, Wapda Town Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/243527/pay4drive,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:36.891358+00:00
Quetta 2D Car Service 03302211115,car rental,https://karachiquetta2dcarservice.com,03367801565,"University Road Karachi , Karachi, Sindh",https://www.businesslist.pk/company/254212/quetta-2d-car-service-03302211115,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:38.574050+00:00
Faisalabad Car Rental And Tours,car rental,https://www.facebook.com/pg/faisalabadcarrental/about/,+923156099281,"Millat Chowk Shaikhupura Road ,Faislabad, Faisalabad, Punjab",https://www.businesslist.pk/company/242390/faisalabad-car-rental-and-tours,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:40.543298+00:00
Haxn Rent a Car Rawalpindi Islamabad,car rental,http://www.haxnrentacar.com,03111431433,"Office # 1, Marquee Road, Main G-11 Signal, Kashmir Highway, G-12، Islamabad, 44000, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249417/haxn-rent-a-car-rawalpindi-islamabad,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:42.319348+00:00
Makran Rent A Car Service - The Leading Car Rental,car rental,https://makranrentacar.pk/,03162791211,"Sariab Road Quetta 87550, Quetta, Balochistan",https://www.businesslist.pk/company/253584/makran-rent-a-car-service-the-leading-car-rental,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:44.148873+00:00
Irshad Rent a Car Bahawalpur,car rental,https://youtube.com/@irshadrentacar,+923071707019,"Saddar Puli, University Chowk, Bahawalpur Cantt, Bahawalpur, Punjab 63100, Bahawalpur",https://www.businesslist.pk/company/258598/irshad-rent-a-car-bahawalpur,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:46.384841+00:00
Jadeed Motors,car rental,https://jadeedmotors.com,0335 0911 786,"i-8 Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253583/jadeed-motors,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:47.930994+00:00
Balochistan Rent A Car,car rental,,+923313989100,"Shop No 28, Zaheen Plaza, Main Sariab Road, Quetta, Quetta",https://www.businesslist.pk/company/258443/balochistan-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:50.149873+00:00
Gwadar Rent A Car,car rental,,+923092669837,"Sitellite Town, Main Road Quetta, Balochistan, Quetta, Balochistan",https://www.businesslist.pk/company/258441/gwadar-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:52.259751+00:00
SwariHub,car rental,http://www.swarihub.com/rent-a-car-in-lahore,+92-300-4396570,"452-D Block Tajpura LDA , Lahore, Punjab",https://www.businesslist.pk/company/246224/swarihub,businesslist_pk,scrapy,car-rental,2026-08-18T19:34:54.387174+00:00
AutoAdvisers,auto dealers newused,https://autoadvisers.com/,+92 51 6121111,"Street 44-A, F-6/1 F 6/1 F-6, Islamabad, Islamabad Capital Territory 46000, Islamabad",https://www.businesslist.pk/company/258766/autoadvisers,businesslist_pk,scrapy,auto-dealers-newused,2026-08-18T19:34:55.871121+00:00
CarZaamin,auto dealers newused,,111 227 070,"57 - B Johar Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/249501/carzaamin,businesslist_pk,scrapy,auto-dealers-newused,2026-08-18T19:34:57.595543+00:00
Aimal Autos,auto dealers newused,https://www.facebook.com/aimalautos,+923128160016,"Double Road Civic Center Street Quetta , Quetta",https://www.businesslist.pk/company/257731/aimal-autos,businesslist_pk,scrapy,auto-dealers-newused,2026-08-18T19:34:59.575040+00:00
Fairwheels.com,auto dealers newused,,03214550829,"Iqbal Town, Lahore Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/250190/fairwheelscom,businesslist_pk,scrapy,auto-dealers-newused,2026-08-18T19:35:01.383231+00:00
Fixdar,auto repair,,03-111-222-819,"Karachi, Pakistan, Karachi, Sindh",https://www.businesslist.pk/company/254467/fixdar,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:03.405583+00:00
Autosource Pvt Ltd,auto repair,,+923008451158,"Johar town lahore, Lahore",https://www.businesslist.pk/company/255062/autosource-pvt-ltd,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:05.352264+00:00
Raja Jalal Auto EFI Electrician &amp; Car AC,auto repair,,+923155782523,"Raja Jalal Auto EFI Electrician, Sarfaraz Market, Abdul Qadeer Khan Road, Khana Pull, Rawalpindi, Rawalpindi, Punjab",https://www.businesslist.pk/company/253594/raja-jalal-auto-efi-electriciancar-ac,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:07.371141+00:00
Al-meena Marine Engineers,auto repair,,+923009509573,"Plot No 122-C Keamari Township,  Keamari, Karachi, 75620 Pakistan., Karachi",https://www.businesslist.pk/company/258780/al-meena-marine-engineers,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:09.129468+00:00
Quality Autos,auto repair,https://qualityautos6.wordpress.com/,+923323105538,"Bewal PLaza G9, Islamabad, Islamabad",https://www.businesslist.pk/company/257595/quality-autos,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:10.585466+00:00
Auto Tech  express lube and maintenance,auto repair,http://autotech.pk,"051-5170676,","plot 2, block B, Main PWD road, oposit London bakery , Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249664/auto-tech-express-lube-and-maintenance,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:12.582264+00:00
Naseer Autos,auto repair,https://www.naseerautos.biz,+92304 1111337,"D-55-A/1, SITE., Sindh, Karachi, Sindh",https://www.businesslist.pk/company/94336/naseer-autos,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:14.565766+00:00
Faw Jhelum Motors,auto repair,,0544-272191-92,"OPPOSITE DEGREE COLLEGE, MAIN G T ROAD JHELUM, Jhelum, Punjab",https://www.businesslist.pk/company/250906/faw-jhelum-motors,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:16.709782+00:00
Pakistan Auto Workshop,auto repair,https://www.mechanicar.com/pakistan,+923082544269,"J6P5+85V, Gulfishan Town, Sheikhupura, Punjab, Shekhupura",https://www.businesslist.pk/company/258807/pakistan-auto-workshop,businesslist_pk,scrapy,auto-repair,2026-08-18T19:35:18.005210+00:00
Seamax Shipping &amp; Logistics,logistics,http://www.seamaxship.com,021-32417444,"Suite# 813, 8th Floor, Falak Corporate City, I.I Chundrigar Road, Karachi, Sindh",https://www.businesslist.pk/company/253818/seamax-shippinglogistics,businesslist_pk,scrapy,logistics,2026-08-18T19:35:35.091259+00:00
Central Shipping Agencies - Pak,transport,http://www.central.pk,+92 21 38888979,"S-258, 2nd Floor, Glass Towers - Clifton, Karachi, Sindh",https://www.businesslist.pk/company/244228/central-shipping-agencies-pak,businesslist_pk,scrapy,transport,2026-08-18T19:35:36.839513+00:00
Global Logistic Group,courier services,https://www.globallogisticgroup.com,+92(052) 4297797,"Office # B3, floor 3rd, Toheed Tower, Agha Kamal Haider, Sialkot Cantonment, Sialkot, 51310, Sialkot",https://www.businesslist.pk/company/257520/global-logistic-group,businesslist_pk,scrapy,courier-services,2026-08-18T19:35:38.354898+00:00
Bindawood Logistics Services,package shipping,,02132410820-1,"Address: Office No. 7/16 7th Floor Arkay Square Extension Shahrah-e-Liaquat New Challi Karachi , Karachi, Sindh",https://www.businesslist.pk/company/249043/bindawood-logistics-services,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:40.486255+00:00
Pakistan Movers &amp; Packers,package shipping,https://www.pakistanmovers.com,03352612665,"zamamza commercial lane 5, Karachi, Sindh",https://www.businesslist.pk/company/252706/pakistan-moverspackers,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:42.547397+00:00
Pakistan National Chemical Industries (Pvt) Ltd.,package shipping,https://www.pnsc.com.pk/,"(92 853) 303095, +92-21-99203980","Plot No.A 226-231, H.I.T.E. Hub (Baluchistan), Swabi, Sindh",https://www.businesslist.pk/company/154518/pakistan-national-chemical-industries-pvt-ltd,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:44.523120+00:00
Al Aziz,package shipping,,"92-573-553300/555102/103, +92 41 2423633"," Bhoun Chowk, Punjab, Chakwal, Punjab",https://www.businesslist.pk/company/136826/al-aziz,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:46.648712+00:00
Freight Connection Pakistan (pvt.) Ltd.,package shipping,http://www.fcppl.com,"9221-2200546, +9221 3 5147777","Ground Fl., West Wharf Road, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/129501/freight-connection-pakistan-pvt-ltd,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:47.867257+00:00
Eagle Movers &amp; Packers,package shipping,http://www.quickpackers.com.pk,0512102078,"789, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/240173/eagle-moverspackers,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:50.033364+00:00
Combined Freight International (NVOCC),package shipping,,21324657415,"Shahrah-e-Liaquat, Gari Khata, Karachi, Karachi City, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/251432/combined-freight-international-nvocc,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:51.684234+00:00
Artistic Apparels (pvt) Ltd.,package shipping,http://www.artisticapparels.com,"(92 21) 34300077, (92 21) 34300085, +92 21 111 786 134, +92 21 111 786 135 136","Dr. Mahmood Husain Road, Pakistan Employees Co-Operative Housing Society Block 6 PECHS, Karachi, Sindh",https://www.businesslist.pk/company/195938/artistic-apparels-pvt-ltd,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:53.554499+00:00
Esskay International,package shipping,,+924200000000,"CANAL BANK LAHORE, Lahore, Punjab",https://www.businesslist.pk/company/252274/esskay-international,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:55.407027+00:00
Timesaco,package shipping,,051111888809,"F-8, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/250742/timesaco,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:57.654239+00:00
Ehsan Enterprises Goods Transport,package shipping,https://ehsangoods.com/,03008164060,"Ehsan Enterprises Goods Transport Company Plot B, Mound, 84 number plot D Block, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/248902/ehsan-enterprises-goods-transport,businesslist_pk,scrapy,package-shipping,2026-08-18T19:35:59.111626+00:00
Unique Agency,package shipping,http://uniqueagencycargo.wixsite.com/uniqueagency,03348563967,"Office#2, Main Road Phase II, Fazal Town. Rawalpindi, Punjab Pakistan, Rawalpindi, Punjab",https://www.businesslist.pk/company/247990/unique-agency,businesslist_pk,scrapy,package-shipping,2026-08-18T19:36:00.681336+00:00
Ehsan Enterprises Goods Transport Company,package shipping,,03008164060,"EHSAN ENTERPRISES GOODS TRANSPORT COMPANY, Truck Stand Road, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/248928/ehsan-enterprises-goods-transport-company,businesslist_pk,scrapy,package-shipping,2026-08-18T19:36:01.908472+00:00
Master Movers,package shipping,https://www.mastermovers.com.pk,+923009421640,"Suite No. 5, 2nd Floor, Allah Hu Building, Cavalry Ground, Lahore, Punjab, Lahore",https://www.businesslist.pk/company/257197/master-movers,businesslist_pk,scrapy,package-shipping,2026-08-18T19:36:03.777185+00:00
All my Tech,package shipping,https://allmytech.pk,+92 321 2134152,"39-C, Rahat Lane 3، Khayaban-e-Rahat،, Rahat Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 74000, Karachi",https://www.businesslist.pk/company/256063/all-my-tech,businesslist_pk,scrapy,package-shipping,2026-08-18T19:36:05.868174+00:00
Khyber Courier Service,courier services,https://khybercourier.com.pk,03018353450,"Swabi City, Swabi, Khyber Pakhtunkhwa",https://www.businesslist.pk/company/252444/khyber-courier-service,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:08.095741+00:00
TFT Worldwide Express,courier services,https://www.facebook.com/tftcouriers,+92-52-3573535,"Nawab Plaza Kashmir Road Near Sublime Chowk, Sialkot, Punjab",https://www.businesslist.pk/company/235448/tft-international-courier,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:10.038666+00:00
Leopards Courier Service Multan Road Lahore,courier services,https://leopards-courier-service-multan-road-lahore.business.site/,(042) 111 300 786,"SHOP # 03 AWAN TOWN NEAR GOURMET BAKERS Near Bank Alfalah, kakay zai, MULTAN ROAD, Lahore, Punjab",https://www.businesslist.pk/company/252206/leopards-courier-service-multan-road-lahore,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:11.528593+00:00
Praetorian Pvt Ltd,courier services,https://www.praetorian-pk.com/,(+9221) 35376491-99,"Office No. 311, 3rd Floor The Forum, Clifton Block 9, Karachi-75600, Pakistan, Karachi, Sindh",https://www.businesslist.pk/company/251578/praetorian-pvt-ltd,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:13.351902+00:00
Forrun - Cash on Delivery Service,courier services,http://forrun.co/,021 111 367 786,"Plot no. 195 block A, Sindhi Muslim. Karachi, Karachi, Sindh",https://www.businesslist.pk/company/249347/forrun-cash-on-delivery-service,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:15.096012+00:00
Movers And Packers,courier services,http://www.moversandpackers.com.pk,02132201709,"Shop 1 shama plaza kharadar karachi, Karachi, Sindh",https://www.businesslist.pk/company/251266/movers-and-packers,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:16.561801+00:00
Fast Route Runer Worldwide Express Pvt Ltd,courier services,,+923041345111,"Academy Road Fatehabad, Lahore, Lahore",https://www.businesslist.pk/company/258418/fast-route-runer-worldwide-express-pvt-ltd,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:18.026031+00:00
Pexus Logistics,courier services,,+92-316-4504554,"Land Mark Plaza Jail Road, Lahore, Punjab",https://www.businesslist.pk/company/258322/pexus-logistics,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:20.131874+00:00
Costa Logistics Packers &amp; Movers in Pakistan,courier services,https://www.costa.com.pk,+923214108433,"Office No 411 4th Floor Land Mark Plaza Jail Road Lahore, Lahore, Punjab",https://www.businesslist.pk/company/197422/costa-logistics-packersmovers,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:22.363235+00:00
Immediate Couriers,courier services,http://www.immediatecouriers.com,0092-42-35881800,"Suit # 3, 1st Floor Mehboob Arcade Firdous Market Gulberg 3, Lahore, Punjab",https://www.businesslist.pk/company/249407/immediate-couriers,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:24.249663+00:00
DTD Worldwide Express Pvt Ltd,courier services,https://www.dtd.com.pk/,+923334414140,"45 P, Gulberg 2, Lahore, Punjab",https://www.businesslist.pk/company/245729/dtd-worldwide-express-pvt-ltd,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:26.457309+00:00
Expost Gulshan Office,courier services,http://www.expost.com.pk,0092-21-34960329,"Shop # A-1 / 32, Haider Plaza, Gulshan-e-Iqbal, Block 5 , Main Rashid Minhas Road, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/243549/expost-intl-courier,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:28.245523+00:00
Linkers Logistics Movers and Packers Freight Agent,courier services,http://www.linkerslogistics.com,03214504056,"329 Land Mark Plaza Gulberg Jail road lahore, Lahore, Punjab",https://www.businesslist.pk/company/235061/linkers-logistics-packersmovers,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:30.133825+00:00
Leopards Courier Service (pvt) Ltd. (main Office),courier services,http://www.leopardscourier.com,"(92 41) 8732162, 8732262, UAN : (92 41) 111-300-786, +92 41 8732162","Imtiaz Shaheed Rd, Block W Madina Town, Faisalabad, Punjab",https://www.businesslist.pk/company/184709/leopards-courier-service-pvt-ltd-main-office,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:32.012580+00:00
Executive Packers and Movers,courier services,http://www.executivepackers.com,+923335303000,"office 39 ground floor sharjah plaza g10 markaz islamabad, Islamabad",https://www.businesslist.pk/company/257844/executive-packers-and-movers,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:33.892344+00:00
Aramex Courier Service,courier services,http://www.aramex.com,+922134536626,"Amber Towers Block 6 P.E.C.H.S Main Shahr-E-Faisal Karachi, Karachi",https://www.businesslist.pk/company/257424/aramex-courier-service,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:35.636842+00:00
Pace Logistics PK,courier services,,+923077869949,"Al Khalil Center 3rd Floor office # 416, Kashmir Road Sialkot – Pakistan, Sialkot",https://www.businesslist.pk/company/258604/pace-logistics-pk,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:37.236907+00:00
DHL Express,courier services,http://www.dhl.com,+923024898663,"Office # G-16, Nawab Palaza Main Shadman Market Lahore, Lahore, Punjab",https://www.businesslist.pk/company/252719/dhl-express,businesslist_pk,scrapy,courier-services,2026-08-18T19:36:38.899231+00:00
Easy Movers And Packers,transport,https://easymovers.pk/,03004023092,"Easy Packers Movers And Goods Transport Company , Lahore, Punjab",https://www.businesslist.pk/company/250426/easy-movers-and-packers,businesslist_pk,scrapy,transport,2026-08-18T19:36:40.056484+00:00
Asad Enterprises,transport,http://www.asadtransport.com,02135057788,"C-209, Sector 31-F, Dar-us-Salam Society, Main Korangi Road, Karachi , Karachi, Sindh",https://www.businesslist.pk/company/246189/asad-enterprises,businesslist_pk,scrapy,transport,2026-08-18T19:36:41.378240+00:00
