company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
Onori (Far East Square),restaurant,https://www.onori.sg/,enquiries@onori.sg,enquiries@onori.sg,,,+6562982236,"#01-03, Amoy Street, 049964",https://www.linkedin.com/company/onorisg,https://www.facebook.com/OnoriSG,https://www.instagram.com/onori_sg/,,,,,,general/Singapore,https://www.openstreetmap.org/node/13927842001,openstreetmap,normal_scraper,unknown,39,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
"STORIES Joo Chiat, a Hotel by Cove - Paya Lebar, Singapore",hotel,https://cove.sg/listings?promo=new-launch-stories-joo-chiat&term=short,sales@cove.sg,sales@cove.sg,,,+65 8448 0536,"51, Joo Chiat Road, Singapore, 427373",https://www.linkedin.com/company/cove-coliving,https://www.facebook.com/covesingapore,https://www.instagram.com/cove_sg,,,,,,general/Singapore,https://www.openstreetmap.org/way/306121206,openstreetmap,normal_scraper,unknown,39,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Chingu Dining Rochester,restaurant,https://www.chingu.com.sg/,reservation@chingu.com.sg,reservation@chingu.com.sg,,,+6596908002,"2, Rochester Park",https://www.linkedin.com/company/chingu-dining/,https://www.facebook.com/chingu.rochester,https://www.instagram.com/chingu.rochester/,,,,,,general/Singapore,https://www.openstreetmap.org/way/374964536,openstreetmap,normal_scraper,unknown,39,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
The Bus Collective,hotel,https://www.thebuscollective.com/,enquiry@thebuscollective.com,enquiry@thebuscollective.com,,,+65 9635 3498,"5, Telok Paku Road, Singapore, 508883",https://www.linkedin.com/company/the-bus-collective/,https://www.facebook.com/thebuscollective/,https://www.instagram.com/thebuscollectivesg/,,,,,,general/Singapore,https://www.openstreetmap.org/way/1222960097,openstreetmap,normal_scraper,unknown,39,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Mandai Rainforest Resort by Banyan Tree,hotel,https://www.mandai.com/en/mandai-rainforest-resort.html,enquiry@mandai.com,enquiry@mandai.com,,,+65 6038 3939,"60, Mandai Lake Road, Singapore, 729979",https://www.linkedin.com/company/mandai-wildlife-group/,https://www.facebook.com/MandaiWildlifeReserve/,https://www.instagram.com/p/C2_o8A9yJmb/,,,,,,general/Singapore,https://www.openstreetmap.org/way/1368694109,openstreetmap,normal_scraper,unknown,39,C,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,southeast-asia
Fresh Relevance Ltd,software,https://www.freshrelevance.com,dotdigital@almastrategic.com,dotdigital@almastrategic.com; support@dotdigital.com,,,,"169, Tower Bridge Road, London, SE1 3JB",https://www.linkedin.com/company/dotdigital/,https://www.facebook.com/dotdigitalplatform,https://www.instagram.com/dotdigital.official/,,,,,,tech/London,https://www.openstreetmap.org/node/6927008035,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,data-analytics-bi,data-analytics-bi; ecommerce; erp-sap; digital-marketing; education-training,ecommerce; erp-sap; digital-marketing; education-training,,,false,0.45,web,europe
The Animal Clinic Pte Ltd,veterinary,http://https://www.animalclinic.com.sg,info@dotandlinelearning.com,info@dotandlinelearning.com,,,+65 67763450,"01-17/19, 109 Clementi Street 11, Singapore, 120109",https://www.linkedin.com/company/intendgo/,,,,,,,,healthcare/Singapore,https://www.openstreetmap.org/node/3306882408,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:35:03.063Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,healthcare,healthcare,,,,false,0.95,rules,southeast-asia
Landmark Legal Solicitors,lawyer,https://www.landmarklegal.net/,info@landmarklegal.net,info@landmarklegal.net,,,+44 20 7724 0441,"284, Harrow Road, London",https://www.linkedin.com/company/landmark-legal-solicitors-llp,,,,,,,,general/London,https://www.openstreetmap.org/node/6830736904,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,europe
Charter Tax,accountant,https://charter-tax.com/,advice@charter-tax.com,advice@charter-tax.com,,,+44 20 7084 5771,"1, Southampton Street, London, WC2R 0LR",https://www.linkedin.com/company/charter-tax/,,,,,,,,general/London,https://www.openstreetmap.org/node/11371168158,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,europe
BBK Partnership,accountant,https://www.bbkca.com/,barnet@bbkca.com,barnet@bbkca.com; croydon@bbkca.com; ilford@bbkca.com,,,+44 800 999 1453,,https://www.linkedin.com/posts/ariaratnam-kandeepan-fcca-aca-baab4621_still-feeling-incredibly-grateful-after-last-share-7456353417624743936-Q9XV/,,,,,,,,general/London,https://www.openstreetmap.org/node/12248613131,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Ten Old Square,lawyer,https://www.tenoldsquare.com/,clerks@tenoldsquare.com,clerks@tenoldsquare.com,,,+44 20 7405 0758,"10, Old Square, London, WC2A 3SU",https://www.linkedin.com/company/ten-old-square,,,,,,,,general/London,https://www.openstreetmap.org/node/12766351412,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,,,professional-services,professional-services,,,,false,0.7,rules,europe
Sterling,accountant,https://sterlingca.com/sterling-chartered-accountants-uk/,info@sterlingca.com,info@sterlingca.com,,,+44 208 515 2929,"505, Pinner Road, Harrow, HA2 6EH",https://uk.linkedin.com/company/sterling-chartered-accountants,,,,,,,,general/London,https://www.openstreetmap.org/node/13507597577,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
NLE Accounting Ltd,accountant,https://nle-accounting.com,info@nle-accounting.com,info@nle-accounting.com; ninfo@nle-accounting.com,,,+44 20 8242 5540,"39-41, Chase Side, London, N14 5BP",,,,,,,,,general/London,https://www.openstreetmap.org/node/13532914814,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services; erp-sap,erp-sap,,,false,0.7999999999999999,rules,europe
St Philips Barristers,lawyer,https://www.st-philips.com/,enquiries@st-philips.com,enquiries@st-philips.com; commercial@st-philips.com; crime@st-philips.com,Guy Dunwoody,Marketing Manager,,"9, Gower Street, London, WC1E 6HB",https://www.linkedin.com/company/stphilipschambers,,https://www.instagram.com/stphilipschambers,,,,,,general/London,https://www.openstreetmap.org/way/392671907,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Christofi Wells & Co,lawyer,https://christofi-law.co.uk/,info@cwells-law.co.uk,info@cwells-law.co.uk,,,+44 20 8539 3123,"708, High Road Leytonstone, London, E11 3AJ",http://www.linkedin.com/in/christopherchristofi,,,,,,,,general/London,https://www.openstreetmap.org/way/511169036,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Lucky8 Hotel,hotel,http://lucky8hotels.com,info@lucky8hotels.com,info@lucky8hotels.com; moonlit@gmail.com,Sarah Martinez,COO of Apex Solutions,+44 20 8514 5050,"21-25, York Road, Ilford, IG1 3AD",,,,,,,,,general/London,https://www.openstreetmap.org/way/575113926,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Russell Cooke,lawyer,https://www.russell-cooke.co.uk/putney-solicitors,enquiries@russell-cooke.co.uk,enquiries@russell-cooke.co.uk,,,+44 20 8789 9111,"2, Putney Hill, London, SW15 6AB",https://www.linkedin.com/company/russell-cooke,,,,,,,,general/London,https://www.openstreetmap.org/way/1011068936,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Jaflong Tandoori,restaurant,https://www.jaflongtandoori.com/,jaflongtandoori@outlook.com,jaflongtandoori@outlook.com,,,+44 20 8332 1339,"16, Ashburnham Road, Richmond, TW10 7NF",https://www.linkedin.com/company/wix-com,,,,,,,,general/London,https://www.openstreetmap.org/way/1065346242,openstreetmap,normal_scraper,unknown,38,C,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hadley AV,computer,https://www.hadleyav.co.uk/,info@hadleyav.co.uk,info@hadleyav.co.uk,Adam Forrest,Director,+44 844 870 4807,"9, West End Lane, Barnet, EN5 3DJ",,,https://www.instagram.com/hadley.av/,,,,,,tech/London,https://www.openstreetmap.org/node/11758170372,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,home-construction,home-construction; web-development; real-estate,web-development; real-estate,,,false,0.5,web,europe
International Medical Clinic,clinic,https://www.imc-healthcare.com/,katong@imc-healthcare.com,katong@imc-healthcare.com,,,+65 6342 4440,,https://www.linkedin.com/company/international-medical-clinic,https://www.facebook.com/IMCSG/,https://www.instagram.com/international_medical_clinic/,,,,,,healthcare/Singapore,https://www.openstreetmap.org/node/7012854485,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:35:03.063Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,southeast-asia
Nathan K Real Estate,estate_agent,https://www.nathankrealestate.com,nathan@nathankrealestate.com,nathan@nathankrealestate.com,Lucy Porter,Office Manager / PA,+44 20 3411 1143,"65, Amwell Street, London, EC1R 1UR",,,https://instagram.com/nathankrealestate,,,,,,general/London,https://www.openstreetmap.org/node/546677631,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,real-estate,real-estate,,,,false,0.7,rules,europe
Comptoir Café & Wine,cafe,https://comptoir-cafe-and-wine.co.uk/,info@comptoircw.co.uk,info@comptoircw.co.uk,Xavier Rousset MS,Founder/Director,+44 20 7499 9800,"21-22, Weighhouse Street, London",,,https://www.instagram.com/comptoirmayfair,,,,,,general/London,https://www.openstreetmap.org/node/5793290581,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Flair Hair Salon,hairdresser,https://www.salonflair.co.uk/,salonflair@hotmail.com,salonflair@hotmail.com,Root Tint,Half Head of Highlights,+44 20 3689 4764,"334, Kilburn Lane, London",,https://www.facebook.com/www.salonflair.co.uk/,https://www.instagram.com/flairqueenspark/,,,,,,general/London,https://www.openstreetmap.org/node/6766666457,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.95,rules,europe
Plant Matter Kitchen,restaurant,https://plantmatterkitchen.com/,info@plantmatterkitchen.com,info@plantmatterkitchen.com,,,+1-519-660-3663,,https://www.linkedin.com/company/plant-matter-kitchen,https://www.facebook.com/PlantMatterKitchen,https://instagram.com/plantmatterkitchen,,,,,,general/London,https://www.openstreetmap.org/node/6856657768,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Apple and Eve Beauty,beauty,https://appleandeve.co.uk/,hello@appleandeve.co.uk,hello@appleandeve.co.uk,Jacquie Olivares,"Founder, Apple & Eve",+44 20 7370 7077,"58, Kenway Road, London",,https://www.facebook.com/appleandeveuk/,https://www.instagram.com/appleandeveuk/,,,,,,general/London,https://www.openstreetmap.org/node/7805825314,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Rosmarino Restaurant,restaurant,https://www.rosmarinorestaurant.co.uk/,info@rosmarinorestaurant.co.uk,info@rosmarinorestaurant.co.uk,Daria Serra,Owner,+44 2082 440336,"23, Trinity Road, London, SW17 7SD",,https://www.facebook.com/ROSMARINO-RESTAURANT-564728360630802/,https://www.instagram.com/rosmarinorestaurant/,,,,,,general/London,https://www.openstreetmap.org/node/11699219098,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
WiW Inspire Salon,hairdresser,https://www.wiwinspiresalon.com,info@wiwinspiresalon.com,info@wiwinspiresalon.com,Jasmine Armstrong,Managing Director,+44 20 8886 6008,"8, Station Parade, London, N14 5BJ",,http://www.facebook.com/inspirehairandbeautysalon,http://instagram.com/wiw_inspire_salon/,,,,,,general/London,https://www.openstreetmap.org/node/12288664889,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.8999999999999999,rules,europe
Mama's Kubo,restaurant,https://www.mamaskubo.com/,mamaskubo@gmail.com,mamaskubo@gmail.com,ROMMEL BUSTARDE,THE CHEF & DIRECTOR,+44 20 8062 6941,"250, Finchley Road, London, NW3 6DN",,https://www.facebook.com/mamaskubo/,http://instagram.com/mamaskubo,,,,,,general/London,https://www.openstreetmap.org/node/12598255301,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Prospects Accountants,accountant,https://prospectaccountants.com,info@prospectaccountants.com,info@prospectaccountants.com,Yoosoof Lallmahomed,Founder and Principal,+44 20 8150 9923,"117, Merton Road, London, SW19 1ED",,http://www.facebook.com/prospectsaccountants,,,,,,,general/London,https://www.openstreetmap.org/node/12688752931,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Edwards Duthie Shamash,lawyer,https://www.steelandshamash.co.uk/,allinfo@edslaw.co.uk,allinfo@edslaw.co.uk,,,+44 20 8514 9000,,https://www.linkedin.com/company/edwards-duthie,https://www.facebook.com/edwardsduthie/,,,,,,,general/London,https://www.openstreetmap.org/node/12994648357,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Forest Khaled,lawyer,https://www.forestklegalsolicitors.co.uk/,info@forestklegalsolicitors.co.uk,info@forestklegalsolicitors.co.uk; sehrish@forestklegalsolicitors.com; anissa@forestklegalsolicitors.com,SHAGUFTA KHALED,DIRECTOR & IMMIGRATION SOLICITOR,,"Hoe Street, London, E17 9PX",https://www.linkedin.com/in/shagufta-khaled-4b38746a/,,,,,,,,general/London,https://www.openstreetmap.org/node/13727434615,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Sushi Kyu,restaurant,http://sushikyu.com,info@sushikyu.com,info@sushikyu.com,Takamasa Mogi,Owner Chef – Leading Sushi Kyu,+44 20 4549 5888,"30, Brewer Street, London, W1F 0SS",,,https://www.instagram.com/sushikyu.soho/,,,,,,general/London,https://www.openstreetmap.org/node/13849335901,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Melatone Skin Clinic,beauty,https://www.melatoneskinclinic.co.uk/,hello@melatoneskinclinic.co.uk,hello@melatoneskinclinic.co.uk,Catia Zaki,Clinic Manager and Laser Lead,+44 7586 817215,"99-109, Lavender Hill, London, SW11 5QL",,,https://www.instagram.com/melatone_skin_clinic,,,,,,general/London,https://www.openstreetmap.org/node/14022309604,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare; beauty-wellness,beauty-wellness,,,false,0.6,rules,europe
Notto,restaurant,https://www.nottopastabars.com/notto-piccadilly/,contact@nottopiccadilly.com,contact@nottopiccadilly.com,Phil Howard,Co-founder,+44 20 3034 2190,"198, Piccadilly, London, W1J 9EZ",,https://www.facebook.com/nottopastabars,https://www.instagram.com/nottopastabars,,,,,,general/London,https://www.openstreetmap.org/way/290321022,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Top One,beauty,https://top1one.co.uk/,enquiriesrichmond@top1one.co.uk,enquiriesrichmond@top1one.co.uk,Our Leadership,"Cayom, Co-Founder",+44 20 8940 6111,"31, The Quadrant, Richmond, TW9 1DN",,https://www.facebook.com/Top1OneSalon,https://www.instagram.com/topone.co.uk/,,,,,,general/London,https://www.openstreetmap.org/way/431995388,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Myrtle,restaurant,https://www.myrtlerestaurant.com/,info@myrtlerestaurant.com,info@myrtlerestaurant.com,Anna Haugh,"Chef, Restaurateur and Founder of Myrtle Restaurant",+44 20 7352 2411,"1a, Langton Street, London",,https://www.facebook.com/myrtlerestaurant,https://www.instagram.com/myrtlerestaurant/,,,,,,general/London,https://www.openstreetmap.org/way/882054315,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Margarita's,restaurant,https://www.margaritasrestaurante.com/,margaritas.dempsey@gmail.com,margaritas.dempsey@gmail.com,Ruwan Restaurant Manager,Shafiq Restaurant Manager,+65 6471 3228,"11, Dempsey Road, Singapore, 249673",,https://www.facebook.com/margaritasdempseyhill/,https://www.instagram.com/margaritasdempseyhill/,,,,,,general/Singapore,https://www.openstreetmap.org/node/518302603,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Nouri,restaurant,https://nouri.com.sg/,info@nouri.com.sg,info@nouri.com.sg,Ivan Brehm,Chef / Owner,+65 6221 4148,"72, Amoy Street, Singapore, 069891",,https://www.facebook.com/Restaurant-Nouri,https://www.instagram.com/restaurantnouri/,,,,,,general/Singapore,https://www.openstreetmap.org/node/4725018635,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Blue Lotus - Chinese Eating House,restaurant,https://www.bluelotus.com.sg/chinese-eating-house,blsc@bluelotus.com.sg,blsc@bluelotus.com.sg,,,+65 6339 0880,,https://www.linkedin.com/company/bluelotussg,https://www.facebook.com/bluelotussg/,http://instagram.com/bluelotus_sg,,,,,,general/Singapore,https://www.openstreetmap.org/node/7148565677,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Viet'Spice - Circular Rd,restaurant,https://vietspice.sg/,contact@vietspice.sg,contact@vietspice.sg,Vy Helen,OWNER of Viet'SPICE,+65 9734 1761,"14, Circular Road, 049370",,https://www.facebook.com/profile.php,https://www.instagram.com/vietspicesingapore/,,,,,,general/Singapore,https://www.openstreetmap.org/node/13342923201,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Nyonya Next Door,restaurant,https://nyonyanextdoor.com/,enquiries@nyonyanextdoor.com,enquiries@nyonyanextdoor.com,John Doe,CEO,+65 9648 4932,"1, 1 Shenton Way, #01-06 One Shenton, Singapore, 068803",,https://www.facebook.com/profile.php,https://www.instagram.com/nyonyanextdoor,,,,,,general/Singapore,https://www.openstreetmap.org/node/13909465916,openstreetmap,normal_scraper,unknown,37,C,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,web-development,web-development; hospitality-retail,hospitality-retail,,,false,0.6,rules,southeast-asia
Erlang Solutions Ltd,it,https://www.erlang-solutions.com/,general@erlang-solutions.com,general@erlang-solutions.com,Francesco Cesarini,Founder & Technical Director,+44 20 7456 1020,"14, Gower's Walk, London, E1 8PY",,,,,,,,,tech/London,https://www.openstreetmap.org/node/5912107158,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,,,,,,false,0,rules,europe
Technology Means Business,it,https://www.tmb.co.uk/,info@tmb.co.uk,info@tmb.co.uk; deb4cbb101d74373b96a53852ce98901@tmb.co.uk,,,,,https://www.linkedin.com/company/technology-means-business-ltd/,https://www.facebook.com/tmbHampshire/,,,,,,,tech/London,https://www.openstreetmap.org/node/6778437678,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,data-analytics-bi,data-analytics-bi; cybersecurity,cybersecurity,,,false,0.6,web,europe
MobileOne,telecommunication,https://www.m1.com.sg/,username@youremail.com,username@youremail.com,,,,"10, International Business Park, Singapore, 609928",https://www.linkedin.com/company/m1-limited,https://www.facebook.com/m1limited/,https://www.instagram.com/m1.sg/,,,,,,tech/Singapore,https://www.openstreetmap.org/node/8208598432,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:26:18.302Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,cybersecurity,cybersecurity; hospitality-retail,hospitality-retail,,,false,0.4,web,southeast-asia
Mount Elizabeth Novena Hospital,hospital,https://www.mountelizabeth.com.sg/,mnpac@parkwaypantai.com,mnpac@parkwaypantai.com,,,+65 69330000,"38, Irrawaddy Road",,https://www.facebook.com/mountelizabethhospital,https://www.instagram.com/mountelizabethhospitals,3.6,,,,,healthcare/Singapore,https://www.openstreetmap.org/way/260549167,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:35:03.063Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.8999999999999999,rules,southeast-asia
Atesh Solicitors,lawyer,https://ateshsolicitors.com/,info@ateshsolicitors.com,info@ateshsolicitors.com,Guven Ates,Director/Solicitor,+44 20 7101 4127,"355, Green Lanes, London",,,,,,,,,general/London,https://www.openstreetmap.org/node/3337942354,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Bertotti,cafe,https://www.bertotti.co.uk/,getintouch@bertotti.co.uk,getintouch@bertotti.co.uk,Diego Alfonso Celis,Co-founder,+44 20 8616 7973,"87, Hammersmith Grove, London",,,,,,,,,general/London,https://www.openstreetmap.org/node/4775980532,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Baluchi,restaurant,https://www.thelalit.com/the-lalit-london/eat-and-drink/baluchi/,corporate@thelalit.com,corporate@thelalit.com; bookings@thelalit.com; resvblr@thelalit.com,Vishal Gosavi,Head of Sales,,,https://www.linkedin.com/company/thelalitgroup,http://www.facebook.com/TheLaLitGroup,https://www.instagram.com/thelalitgroup,,,,,,general/London,https://www.openstreetmap.org/node/4890073729,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Guryel & Co,accountant,https://www.guryel.co.uk/,info@guryel.co.uk,info@guryel.co.uk,Andy Orchard,Creationship Ltd.Managing Director,,"214, Lower Addiscombe Road, Croydon, CR0 7AB",https://www.linkedin.com/company/charteredaccountants/,https://www.facebook.com/guryelco/,,,,,,,general/London,https://www.openstreetmap.org/node/5785125330,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Falcon Associates,accountant,http://www.falconassociatesltd.com/,info@falconassociatesltd.com,info@falconassociatesltd.com,Abdiwali Bashir,Director & Accountant,,"11, Church Road, London, W3 8PU",https://www.linkedin.com/company/hornbase/,https://www.facebook.com/hornbaseltd/,,,,,,,general/London,https://www.openstreetmap.org/node/9803288526,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
EBR Attrige,lawyer,https://www.ebrattridge.com/,enquiries@ebrattridge.com,enquiries@ebrattridge.com,,,+44 20 7228 7050,,https://www.linkedin.com/company/ebr-attridge-llp-criminal-solicitors,,,,,,,,general/London,https://www.openstreetmap.org/node/12977794588,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
